Methods,Pattern Name,Imbalanced Ratio,Time Window,Abnormality Value,ARLIDX,USP,TASRID,TAR,loss,specificity,sensitivity,accuracy,geometric_mean
mixed_CS=T,uptrend,0.950000,80,0.830000,8.690000,0.000000,0.936446,0.936446,0.000000,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,uptrend,0.950000,80,0.830000,65.700000,0.000000,0.465289,0.465289,0.530597,1.000000,0.200000,0.960000,0.447214
