Methods,Pattern Name,Imbalanced Ratio,Time Window,Abnormality Value,ARLIDX,USP,TASRID,TAR,loss,specificity,sensitivity,accuracy,geometric_mean
mixed_CS=T,uptrend,0.950000,30,1.130000,5.493333,0.000000,0.962865,0.962865,0.000003,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,uptrend,0.950000,30,1.130000,22.883333,0.000000,0.808182,0.819008,0.533470,1.000000,0.340000,0.967000,0.583095
