Methods,Pattern Name,Imbalanced Ratio,Time Window,Abnormality Value,ARLIDX,USP,TASRID,TAR,loss,specificity,sensitivity,accuracy,geometric_mean
mixed_CS=T,uptrend,0.950000,80,0.155000,13.883333,0.000000,0.866529,0.893085,0.002995,1.000000,0.960000,0.998000,0.979796
Unlu_CS=T,uptrend,0.950000,80,0.155000,41.636667,0.000000,0.664160,0.664160,0.282114,1.000000,0.600000,0.980000,0.774597
