Methods,Pattern Name,Imbalanced Ratio,Time Window,Abnormality Value,ARLIDX,USP,TASRID,TAR,loss,specificity,sensitivity,accuracy,geometric_mean
mixed_CS=T,uptrend,0.950000,30,0.005000,4.236667,0.000000,0.028237,0.544793,0.163411,0.590526,0.500000,0.586000,0.543381
Unlu_CS=T,uptrend,0.950000,30,0.005000,16.953333,0.000000,0.168264,0.710799,0.638082,0.665263,0.540000,0.659000,0.599368
