Methods,Pattern Name,Imbalanced Ratio,Time Window,Abnormality Value,ARLIDX,USP,TASRID,TAR,loss,specificity,sensitivity,accuracy,geometric_mean
mixed_CS=T,uptrend,0.950000,50,0.155000,9.056667,0.000000,0.801653,0.930882,0.015858,0.975789,0.940000,0.974000,0.957728
Unlu_CS=T,uptrend,0.950000,50,0.155000,23.386667,0.000000,0.814986,0.814986,0.204152,1.000000,0.660000,0.983000,0.812404
