Methods,Pattern Name,Imbalanced Ratio,Time Window,Abnormality Value,ARLIDX,USP,TASRID,TAR,loss,specificity,sensitivity,accuracy,geometric_mean
mixed_CS=T,uptrend,0.950000,50,0.980000,7.116667,0.000000,0.949449,0.949449,0.000000,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,uptrend,0.950000,50,0.980000,34.823333,0.000000,0.720468,0.720468,0.430853,1.000000,0.400000,0.970000,0.632456
