Methods,Pattern Name,Imbalanced Ratio,Time Window,Abnormality Value,ARLIDX,USP,TASRID,TAR,loss,specificity,sensitivity,accuracy,geometric_mean
mixed_CS=T,uptrend,0.950000,30,0.305000,5.363333,0.000000,0.751763,0.959862,0.023604,0.965263,0.960000,0.965000,0.962628
Unlu_CS=T,uptrend,0.950000,30,0.305000,15.620000,0.000000,0.876226,0.879146,0.317415,1.000000,0.600000,0.980000,0.774597
