Pattern Name,Imbalanced Ratio,Time Window,Abnormality Value,mixed_CS=T,mixed_CS=F,convn_CS=T,convn_CS=F,Detection Rates Metrics
cyclic,0.5,30,1.28,0.0,0.0,0.0,0.0,Undetected Samples Percentage
cyclic,0.5,30,1.28,0.34294765840220387,0.360771349862259,0.013471074380165288,0.014049586776859507,Mean True Alert Streaks from Initial Detection
cyclic,0.5,30,1.28,0.8912396694214876,0.9099449035812672,0.28515151515151516,0.2918181818181818,True Alert Rate
