epoch,accuracy,geometric_mean,loss,sensitivity,specificity,val_accuracy,val_geometric_mean,val_loss,val_sensitivity,val_specificity
0,0.574999988079071,0.597802996635437,0.20329369604587555,0.699999988079071,0.5105262994766235,0.7509999871253967,0.6415113806724548,0.19783225655555725,0.5400000214576721,0.7621052861213684
1,0.5523333549499512,0.5088686943054199,0.20686458051204681,0.4000000059604645,0.6473684310913086,0.6510000228881836,0.6552460789680481,0.19387520849704742,0.6600000262260437,0.6505263447761536
2,0.6269999742507935,0.5703184604644775,0.19636701047420502,0.6000000238418579,0.5421052575111389,0.6980000138282776,0.6597766876220703,0.18483813107013702,0.6200000047683716,0.7021052837371826
3,0.6380000114440918,0.6743417978286743,0.19468984007835388,0.6000000238418579,0.75789475440979,0.7900000214576721,0.714599609375,0.1787501573562622,0.6399999856948853,0.7978947162628174
4,0.6380000114440918,0.6950955986976624,0.18612410128116608,0.8999999761581421,0.5368421077728271,0.9319999814033508,0.7668253183364868,0.14469511806964874,0.6200000047683716,0.948421061038971
5,0.7919999957084656,0.6577473878860474,0.15046150982379913,0.6000000238418579,0.7210526466369629,0.9390000104904175,0.8161527514457703,0.11609729379415512,0.699999988079071,0.9515789747238159
6,0.8056666851043701,0.8156366944313049,0.14644525945186615,0.800000011920929,0.8315789699554443,0.8809999823570251,0.8899438381195068,0.09386053681373596,0.8999999761581421,0.8799999952316284
7,0.7986666560173035,0.7283723950386047,0.14470508694648743,0.699999988079071,0.75789475440979,0.949999988079071,0.7622681260108948,0.10637793689966202,0.6000000238418579,0.9684210419654846
8,0.8330000042915344,0.6104355454444885,0.1423889845609665,0.4000000059604645,0.9315789341926575,0.8799999952316284,0.8894113898277283,0.08060562610626221,0.8999999761581421,0.878947377204895
9,0.8339999914169312,0.884069561958313,0.13847605884075165,0.8999999761581421,0.8684210777282715,0.9160000085830688,0.8889852166175842,0.10110808908939362,0.8600000143051147,0.9189473390579224
10,0.8230000138282776,0.7629582285881042,0.13679179549217224,0.699999988079071,0.8315789699554443,0.953000009059906,0.7876948118209839,0.10400237143039703,0.6399999856948853,0.969473659992218
