,time_window,abnormality_value,monitoring_method,valid_loss,itest_loss,btest_loss,valid_specificity,itest_specificity,btest_specificity,valid_sensitivity,itest_sensitivity,btest_sensitivity,valid_accuracy,itest_accuracy,btest_accuracy,valid_gmean,itest_gmean,btest_gmean,train_time
72,30,0.305,both_0.03376169843250776_method,0.1671433448791504,0.18850646913051605,0.180087611079216,0.7494736909866333,0.7463157773017883,0.75,0.6000000238418579,0.6000000238418579,0.5720000267028809,0.7419999837875366,0.7390000224113464,0.6610000133514404,0.6705849766731262,0.6691707372665405,0.6549809575080872,93.0533037185669
73,30,0.305,both_0.06203494899678329_method,0.1671433448791504,0.18850646913051605,0.180087611079216,0.7494736909866333,0.7463157773017883,0.75,0.6000000238418579,0.6000000238418579,0.5720000267028809,0.7419999837875366,0.7390000224113464,0.6610000133514404,0.6705849766731262,0.6691707372665405,0.6549809575080872,93.0533037185669
74,30,0.305,both_0.11398522810475967_method,0.1671433448791504,0.18850646913051605,0.180087611079216,0.7494736909866333,0.7463157773017883,0.75,0.6000000238418579,0.6000000238418579,0.5720000267028809,0.7419999837875366,0.7390000224113464,0.6610000133514404,0.6705849766731262,0.6691707372665405,0.6549809575080872,93.0533037185669
75,30,0.305,both_0.2094405240305397_method,0.1671433448791504,0.18850646913051605,0.180087611079216,0.7494736909866333,0.7463157773017883,0.75,0.6000000238418579,0.6000000238418579,0.5720000267028809,0.7419999837875366,0.7390000224113464,0.6610000133514404,0.6705849766731262,0.6691707372665405,0.6549809575080872,93.0533037185669
76,30,0.305,both_0.38483348970335035_method,0.1671433448791504,0.18850646913051605,0.180087611079216,0.7494736909866333,0.7463157773017883,0.75,0.6000000238418579,0.6000000238418579,0.5720000267028809,0.7419999837875366,0.7390000224113464,0.6610000133514404,0.6705849766731262,0.6691707372665405,0.6549809575080872,93.0533037185669
77,30,0.305,both_0.7071067811865475_method,0.1671433448791504,0.18850646913051605,0.180087611079216,0.7494736909866333,0.7463157773017883,0.75,0.6000000238418579,0.6000000238418579,0.5720000267028809,0.7419999837875366,0.7390000224113464,0.6610000133514404,0.6705849766731262,0.6691707372665405,0.6549809575080872,93.0533037185669
78,30,0.305,both_1.2992632226094094_method,0.1671433448791504,0.18850646913051605,0.180087611079216,0.7494736909866333,0.7463157773017883,0.75,0.6000000238418579,0.6000000238418579,0.5720000267028809,0.7419999837875366,0.7390000224113464,0.6610000133514404,0.6705849766731262,0.6691707372665405,0.6549809575080872,93.0533037185669
79,30,0.305,both_2.3873125906001467_method,0.17285633087158203,0.19718898832798004,0.1907655894756317,0.7831578850746155,0.7863157987594604,0.7940000295639038,0.6000000238418579,0.6000000238418579,0.5519999861717224,0.7739999890327454,0.7770000100135803,0.6729999780654907,0.6854887008666992,0.6868693232536316,0.662033200263977,94.95873641967773
80,30,0.305,both_4.386533310618707_method,0.17285633087158203,0.19718898832798004,0.1907655894756317,0.7831578850746155,0.7863157987594604,0.7940000295639038,0.6000000238418579,0.6000000238418579,0.5519999861717224,0.7739999890327454,0.7770000100135803,0.6729999780654907,0.6854887008666992,0.6868693232536316,0.662033200263977,94.95873641967773
81,30,0.305,both_8.0599727747971_method,0.17285633087158203,0.19718898832798004,0.1907655894756317,0.7831578850746155,0.7863157987594604,0.7940000295639038,0.6000000238418579,0.6000000238418579,0.5519999861717224,0.7739999890327454,0.7770000100135803,0.6729999780654907,0.6854887008666992,0.6868693232536316,0.662033200263977,94.95873641967773
82,30,0.305,both_14.809681479725866_method,0.17285633087158203,0.19718898832798004,0.1907655894756317,0.7831578850746155,0.7863157987594604,0.7940000295639038,0.6000000238418579,0.6000000238418579,0.5519999861717224,0.7739999890327454,0.7770000100135803,0.6729999780654907,0.6854887008666992,0.6868693232536316,0.662033200263977,94.95873641967773
83,30,0.305,both_27.211837019692243_method,0.17285633087158203,0.19718898832798004,0.1907655894756317,0.7831578850746155,0.7863157987594604,0.7940000295639038,0.6000000238418579,0.6000000238418579,0.5519999861717224,0.7739999890327454,0.7770000100135803,0.6729999780654907,0.6854887008666992,0.6868693232536316,0.662033200263977,94.95873641967773
84,30,0.305,both_49.99999999999999_method,0.18863707780838013,0.1982324868440628,0.1819472759962082,0.7863157987594604,0.7778947353363037,0.800000011920929,0.6000000238418579,0.6000000238418579,0.5460000038146973,0.7770000100135803,0.7689999938011169,0.6729999780654907,0.6868693232536316,0.6831814050674438,0.6609084606170654,92.30047702789307
85,30,0.38,loss_method,0.1780923306941986,0.15746398270130157,0.16022740304470062,0.7778947353363037,0.7547368407249451,0.7139999866485596,0.5799999833106995,0.699999988079071,0.6859999895095825,0.7680000066757202,0.7519999742507935,0.699999988079071,0.6716985106468201,0.7268533706665039,0.6998599767684937,90.95189619064331
86,30,0.38,gmean_method,0.1780923306941986,0.15746398270130157,0.16022740304470062,0.7778947353363037,0.7547368407249451,0.7139999866485596,0.5799999833106995,0.699999988079071,0.6859999895095825,0.7680000066757202,0.7519999742507935,0.699999988079071,0.6716985106468201,0.7268533706665039,0.6998599767684937,90.95189619064331
87,30,0.38,both_0.01_method,0.1780923306941986,0.15746398270130157,0.16022740304470062,0.7778947353363037,0.7547368407249451,0.7139999866485596,0.5799999833106995,0.699999988079071,0.6859999895095825,0.7680000066757202,0.7519999742507935,0.699999988079071,0.6716985106468201,0.7268533706665039,0.6998599767684937,90.95189619064331
88,30,0.38,both_0.018374356705068005_method,0.1780923306941986,0.15746398270130157,0.16022740304470062,0.7778947353363037,0.7547368407249451,0.7139999866485596,0.5799999833106995,0.699999988079071,0.6859999895095825,0.7680000066757202,0.7519999742507935,0.699999988079071,0.6716985106468201,0.7268533706665039,0.6998599767684937,90.95189619064331
89,30,0.38,both_0.03376169843250776_method,0.1780923306941986,0.15746398270130157,0.16022740304470062,0.7778947353363037,0.7547368407249451,0.7139999866485596,0.5799999833106995,0.699999988079071,0.6859999895095825,0.7680000066757202,0.7519999742507935,0.699999988079071,0.6716985106468201,0.7268533706665039,0.6998599767684937,90.95189619064331
90,30,0.38,both_0.06203494899678329_method,0.1780923306941986,0.15746398270130157,0.16022740304470062,0.7778947353363037,0.7547368407249451,0.7139999866485596,0.5799999833106995,0.699999988079071,0.6859999895095825,0.7680000066757202,0.7519999742507935,0.699999988079071,0.6716985106468201,0.7268533706665039,0.6998599767684937,90.95189619064331
