epoch,accuracy,geometric_mean,loss,sensitivity,specificity,val_accuracy,val_geometric_mean,val_loss,val_sensitivity,val_specificity
0,0.5,0.5619515180587769,0.20784646272659302,0.6000000238418579,0.5263158082962036,0.5649999976158142,0.6331874132156372,0.20304758846759796,0.7200000286102295,0.5568420886993408
1,0.5339999794960022,0.6390782594680786,0.20506569743156433,0.800000011920929,0.5105262994766235,0.6000000238418579,0.6185892224311829,0.20096293091773987,0.6399999856948853,0.5978947281837463
2,0.5806666612625122,0.5501196384429932,0.20279018580913544,0.5,0.6052631735801697,0.5899999737739563,0.6308557391166687,0.19973313808441162,0.6800000071525574,0.5852631330490112
3,0.5826666951179504,0.6988712549209595,0.20328983664512634,0.800000011920929,0.6105263233184814,0.6549999713897705,0.5867663025856018,0.19959871470928192,0.5199999809265137,0.6621052622795105
4,0.6003333330154419,0.5211324095726013,0.20169948041439056,0.4000000059604645,0.678947389125824,0.628000020980835,0.6047356724739075,0.19875453412532806,0.5799999833106995,0.6305263042449951
5,0.5879999995231628,0.5548826456069946,0.20211654901504517,0.5,0.6157894730567932,0.652999997138977,0.5965161919593811,0.19843056797981262,0.5400000214576721,0.6589473485946655
6,0.6136666536331177,0.5525062680244446,0.20004363358020782,0.5,0.6105263233184814,0.5960000157356262,0.6429373621940613,0.19789084792137146,0.699999988079071,0.5905263423919678
7,0.5866666436195374,0.5785645246505737,0.20212723314762115,0.6000000238418579,0.557894766330719,0.5979999899864197,0.6353780627250671,0.1976480931043625,0.6800000071525574,0.593684196472168
8,0.6140000224113464,0.6160143613815308,0.19688571989536285,0.699999988079071,0.5421052575111389,0.6150000095367432,0.6448826789855957,0.1954582780599594,0.6800000071525574,0.6115789413452148
9,0.6169999837875366,0.5781094431877136,0.1945577710866928,0.5,0.6684210300445557,0.6759999990463257,0.6683680415153503,0.18579831719398499,0.6600000262260437,0.6768420934677124
10,0.6463333368301392,0.7539370059967041,0.18801885843276978,0.8999999761581421,0.6315789222717285,0.6970000267028809,0.6888892650604248,0.1726371943950653,0.6800000071525574,0.6978947520256042
11,0.6546666622161865,0.7398435473442078,0.18319760262966156,0.800000011920929,0.6842105388641357,0.6990000009536743,0.6802166700363159,0.17730000615119934,0.6600000262260437,0.7010526061058044
12,0.7009999752044678,0.6601435542106628,0.1714477390050888,0.6000000238418579,0.7263157963752747,0.7310000061988831,0.696366548538208,0.16770869493484497,0.6600000262260437,0.7347368597984314
13,0.6946666836738586,0.6813299655914307,0.1788874864578247,0.699999988079071,0.6631578803062439,0.6959999799728394,0.7072556018829346,0.17114289104938507,0.7200000286102295,0.6947368383407593
14,0.6976666450500488,0.7384193539619446,0.1724027544260025,0.699999988079071,0.7789473533630371,0.699999988079071,0.699999988079071,0.16821590065956116,0.699999988079071,0.699999988079071
15,0.6940000057220459,0.769483745098114,0.1782093495130539,0.8999999761581421,0.6578947305679321,0.7450000047683716,0.7033154964447021,0.16679511964321136,0.6600000262260437,0.7494736909866333
16,0.699999988079071,0.7052435278892517,0.1737898290157318,0.699999988079071,0.7105262875556946,0.7300000190734863,0.6857343316078186,0.16929884254932404,0.6399999856948853,0.7347368597984314
17,0.7200000286102295,0.7207452058792114,0.1691989153623581,0.699999988079071,0.74210524559021,0.7139999866485596,0.6878341436386108,0.1717056930065155,0.6600000262260437,0.7168421149253845
18,0.7120000123977661,0.7595012187957764,0.1756284087896347,0.800000011920929,0.7210526466369629,0.7429999709129333,0.7123866677284241,0.16893459856510162,0.6800000071525574,0.7463157773017883
19,0.7163333296775818,0.675900936126709,0.17638389766216278,0.699999988079071,0.6526315808296204,0.6859999895095825,0.6925923824310303,0.16613781452178955,0.699999988079071,0.6852631568908691
20,0.6940000057220459,0.8085073828697205,0.17203541100025177,0.8999999761581421,0.7263157963752747,0.7599999904632568,0.7208766341209412,0.1673128753900528,0.6800000071525574,0.7642105221748352
21,0.7099999785423279,0.602625846862793,0.1711718738079071,0.5,0.7263157963752747,0.7239999771118164,0.6928659081459045,0.16335397958755493,0.6600000262260437,0.7273684144020081
22,0.6936666369438171,0.7759544849395752,0.17467916011810303,0.800000011920929,0.7526316046714783,0.7129999995231628,0.6773322224617004,0.16629932820796967,0.6399999856948853,0.7168421149253845
23,0.718666672706604,0.676679253578186,0.1708967387676239,0.6000000238418579,0.7631579041481018,0.7260000109672546,0.7037942409515381,0.1641271859407425,0.6800000071525574,0.7284210324287415
24,0.6946666836738586,0.7078506946563721,0.17321594059467316,0.699999988079071,0.7157894968986511,0.765999972820282,0.6925923824310303,0.16386057436466217,0.6200000047683716,0.7736842036247253
25,0.7086666822433472,0.7283723950386047,0.17256639897823334,0.699999988079071,0.75789475440979,0.8040000200271606,0.7211686372756958,0.16621266305446625,0.6399999856948853,0.8126316070556641
26,0.7103333473205566,0.7483314871788025,0.1681806594133377,0.800000011920929,0.699999988079071,0.8479999899864197,0.7302054762840271,0.167836531996727,0.6200000047683716,0.8600000143051147
27,0.7319999933242798,0.6219663023948669,0.17449530959129333,0.5,0.7736842036247253,0.7710000276565552,0.7263173460960388,0.16336621344089508,0.6800000071525574,0.7757894992828369
28,0.7416666746139526,0.7539370656013489,0.16520333290100098,0.800000011920929,0.7105262875556946,0.7749999761581421,0.6520574688911438,0.17100311815738678,0.5400000214576721,0.7873684167861938
29,0.7329999804496765,0.6577473878860474,0.17486393451690674,0.6000000238418579,0.7210526466369629,0.7950000166893005,0.7061235904693604,0.16255609691143036,0.6200000047683716,0.8042105436325073
