epoch,val_loss,val_geometric_mean
111,0.21524705,0.509282231
112,0.216937229,0.532204926
113,0.215583846,0.524956167
114,0.215519547,0.56607604
115,0.214759037,0.554768801
116,0.214154527,0.561501741
117,0.214348525,0.527755916
118,0.213676438,0.527656198
119,0.21857883,0.515343547
120,0.220603541,0.527157247
121,0.220162913,0.561445534
122,0.217127964,0.555565178
123,0.218793556,0.509282231
124,0.214966536,0.51593554
125,0.21609275,0.518601358
126,0.213281125,0.559473455
127,0.216541782,0.51894629
128,0.216541693,0.536342382
129,0.223861545,0.495771587
130,0.229917794,0.547761023
131,0.226918921,0.517422795
132,0.227454558,0.500568092
133,0.227108538,0.529388905
134,0.23474291,0.491549641
135,0.229425743,0.463941932
136,0.233705342,0.476389945
137,0.230832294,0.506380379
138,0.230728179,0.505797982
139,0.233516574,0.504631221
140,0.233609661,0.490413338
141,0.225984663,0.49693799
142,0.228292629,0.501807272
143,0.226883411,0.519311309
144,0.235173076,0.502875924
145,0.229281172,0.507003605
146,0.227885202,0.537087679
147,0.227953911,0.485884964
148,0.227234781,0.504714608
149,0.228908628,0.497911423
150,0.221537143,0.555432498
151,0.22709924,0.469355643
152,0.225302026,0.512578607
153,0.224861339,0.482318968
154,0.222665936,0.535674691
155,0.222785488,0.495792836
156,0.222063154,0.502561867
157,0.22035338,0.519473433
158,0.222108826,0.461074263
159,0.225944683,0.445444763
160,0.221999869,0.490284562
161,0.221557468,0.52835393
162,0.226416349,0.446530491
163,0.232322335,0.434704989
164,0.227930158,0.472239912
165,0.224752724,0.507957757
166,0.228747278,0.487485498
167,0.224089503,0.518398345
168,0.226758793,0.471994638
169,0.225377619,0.473152906
170,0.224342614,0.471503764
171,0.218968406,0.509736776
172,0.219711155,0.529547989
173,0.221799284,0.509302914
174,0.232458651,0.470945299
175,0.225267902,0.499262601
176,0.226933196,0.451243907
177,0.223841816,0.48774454
178,0.226982549,0.505048156
179,0.228784874,0.485061049
180,0.229826614,0.493323863
181,0.229331866,0.493409187
182,0.230234534,0.493814379
183,0.230165884,0.496302128
184,0.231869578,0.501618445
185,0.237272471,0.488585502
186,0.233932465,0.531749845
187,0.242683187,0.518702805
188,0.231435254,0.483931303
189,0.226621121,0.530441761
190,0.222187161,0.495920211
191,0.227847129,0.477493465
192,0.23683548,0.456992447
193,0.232250661,0.470162332
194,0.233749419,0.484539926
195,0.233664751,0.451523721
196,0.241993129,0.416527003
197,0.231767595,0.486014932
198,0.234551668,0.491785139
199,0.239340618,0.496132433
200,0.239055842,0.507688284
201,0.242320284,0.497573078
202,0.238638118,0.530382216
203,0.238105655,0.45324561
204,0.234332561,0.489575565
205,0.235962361,0.510603368
206,0.233074754,0.531056523
207,0.23982738,0.513809323
208,0.240364283,0.517707467
209,0.237273052,0.510933101
210,0.243399382,0.472039282
211,0.234956771,0.502875924
212,0.231947809,0.466182709
213,0.230662152,0.515772283
214,0.225790411,0.556757569
215,0.231851593,0.512167752
216,0.236934975,0.473130673
217,0.237229198,0.443051636
218,0.240479663,0.380802482
219,0.234930381,0.449561179
220,0.235761911,0.470945299
221,0.236973286,0.51894629
222,0.2395311,0.490069807
223,0.240159199,0.471503764
224,0.239960939,0.470162362
225,0.240114078,0.480657458
226,0.239824161,0.478594422
227,0.2372334,0.507626057
228,0.236560494,0.445751905
229,0.241118491,0.473330855
230,0.252186775,0.448154122
231,0.249458671,0.487312704
232,0.246426985,0.487442315
233,0.240266651,0.50521493
234,0.238530874,0.508620441
235,0.236910641,0.519757032
236,0.236639157,0.510232151
237,0.236776873,0.482428074
238,0.233893037,0.5264979
239,0.2387034,0.504505992
240,0.247476965,0.502331376
241,0.23857531,0.533390343
242,0.237129822,0.53890729
243,0.245204613,0.486014962
244,0.239454374,0.473819852
245,0.233746409,0.481445193
246,0.230131418,0.499346942
247,0.235556453,0.510603368
248,0.235944286,0.521677494
249,0.240810722,0.525657475
250,0.242119923,0.526357889
251,0.252175003,0.527476609
252,0.245124117,0.524253845
253,0.242640063,0.544368327
254,0.237618625,0.529030919
255,0.236362487,0.491549641
256,0.234439835,0.498587489
257,0.237677127,0.499810487
258,0.237279743,0.482297122
259,0.246247932,0.500105262
260,0.241838172,0.50149256
261,0.245550767,0.485581577
262,0.256118238,0.421126306
263,0.25311774,0.425106794
264,0.25395304,0.444758952
265,0.257999361,0.499957889
266,0.263844401,0.491506815
267,0.259603471,0.486729145
268,0.264900208,0.417057365
269,0.270368129,0.478154361
270,0.257258922,0.521798491
271,0.24888429,0.502624691
272,0.24857296,0.442623764
273,0.25055939,0.489897937
274,0.248290047,0.493814379
275,0.252458215,0.475925684
