Pattern Name,Imbalanced Ratio,Time Window,Abnormality Value,mixed_CS=T,mixed_CS=F,convn_CS=T,convn_CS=F
systematic,0.9,30,1.805,4.0,4.0,15.0,15.0
systematic,0.9,30,1.805,6.0,6.0,17.0,15.0
systematic,0.9,30,1.805,4.0,6.0,15.0,13.0
systematic,0.9,30,1.805,4.0,4.0,15.0,13.0
systematic,0.9,30,1.805,4.0,6.0,15.0,15.0
systematic,0.9,30,1.805,4.0,2.0,8.0,8.0
systematic,0.9,30,1.805,4.0,6.0,9.0,9.0
systematic,0.9,30,1.805,2.0,4.0,17.0,15.0
systematic,0.9,30,1.805,6.0,6.0,19.0,17.0
systematic,0.9,30,1.805,8.0,8.0,23.0,23.0
systematic,0.9,30,1.805,2.0,2.0,13.0,9.0
systematic,0.9,30,1.805,4.0,4.0,17.0,13.0
systematic,0.9,30,1.805,10.0,16.0,19.0,19.0
systematic,0.9,30,1.805,6.0,6.0,15.0,13.0
systematic,0.9,30,1.805,6.0,6.0,15.0,13.0
systematic,0.9,30,1.805,8.0,8.0,17.0,17.0
systematic,0.9,30,1.805,4.0,8.0,15.0,13.0
systematic,0.9,30,1.805,6.0,8.0,21.0,21.0
systematic,0.9,30,1.805,4.0,6.0,17.0,15.0
systematic,0.9,30,1.805,4.0,4.0,11.0,11.0
systematic,0.9,30,1.805,4.0,4.0,9.0,9.0
systematic,0.9,30,1.805,8.0,8.0,17.0,15.0
systematic,0.9,30,1.805,4.0,6.0,17.0,13.0
systematic,0.9,30,1.805,2.0,4.0,11.0,9.0
systematic,0.9,30,1.805,6.0,4.0,10.0,10.0
systematic,0.9,30,1.805,4.0,4.0,13.0,13.0
systematic,0.9,30,1.805,4.0,4.0,11.0,11.0
systematic,0.9,30,1.805,4.0,8.0,15.0,15.0
systematic,0.9,30,1.805,2.0,2.0,19.0,19.0
systematic,0.9,30,1.805,4.0,12.0,15.0,15.0
systematic,0.9,30,1.805,4.0,4.0,13.0,13.0
systematic,0.9,30,1.805,6.0,6.0,17.0,17.0
systematic,0.9,30,1.805,4.0,4.0,13.0,11.0
systematic,0.9,30,1.805,4.0,2.0,13.0,13.0
systematic,0.9,30,1.805,8.0,8.0,17.0,17.0
systematic,0.9,30,1.805,2.0,4.0,15.0,13.0
systematic,0.9,30,1.805,2.0,2.0,9.0,9.0
systematic,0.9,30,1.805,4.0,4.0,9.0,9.0
systematic,0.9,30,1.805,4.0,4.0,8.0,9.0
systematic,0.9,30,1.805,4.0,4.0,17.0,15.0
systematic,0.9,30,1.805,4.0,4.0,13.0,11.0
systematic,0.9,30,1.805,4.0,8.0,17.0,15.0
systematic,0.9,30,1.805,6.0,6.0,13.0,11.0
systematic,0.9,30,1.805,4.0,2.0,17.0,17.0
systematic,0.9,30,1.805,10.0,8.0,19.0,17.0
systematic,0.9,30,1.805,4.0,4.0,17.0,17.0
systematic,0.9,30,1.805,10.0,10.0,17.0,17.0
systematic,0.9,30,1.805,8.0,8.0,19.0,19.0
systematic,0.9,30,1.805,6.0,4.0,11.0,15.0
systematic,0.9,30,1.805,8.0,10.0,19.0,17.0
systematic,0.9,30,1.805,4.0,4.0,17.0,15.0
systematic,0.9,30,1.805,4.0,6.0,13.0,11.0
systematic,0.9,30,1.805,4.0,4.0,13.0,11.0
systematic,0.9,30,1.805,2.0,2.0,9.0,9.0
systematic,0.9,30,1.805,4.0,4.0,13.0,13.0
systematic,0.9,30,1.805,6.0,6.0,23.0,23.0
systematic,0.9,30,1.805,4.0,2.0,17.0,15.0
systematic,0.9,30,1.805,4.0,2.0,13.0,11.0
systematic,0.9,30,1.805,6.0,6.0,15.0,13.0
systematic,0.9,30,1.805,6.0,6.0,17.0,13.0
systematic,0.9,30,1.805,6.0,8.0,13.0,11.0
systematic,0.9,30,1.805,4.0,6.0,17.0,15.0
systematic,0.9,30,1.805,2.0,2.0,5.0,5.0
systematic,0.9,30,1.805,2.0,2.0,11.0,9.0
systematic,0.9,30,1.805,6.0,6.0,17.0,15.0
systematic,0.9,30,1.805,4.0,6.0,15.0,13.0
systematic,0.9,30,1.805,4.0,4.0,15.0,13.0
systematic,0.9,30,1.805,4.0,4.0,11.0,9.0
systematic,0.9,30,1.805,4.0,2.0,13.0,11.0
systematic,0.9,30,1.805,4.0,4.0,15.0,15.0
systematic,0.9,30,1.805,4.0,6.0,13.0,11.0
systematic,0.9,30,1.805,10.0,10.0,17.0,15.0
systematic,0.9,30,1.805,2.0,4.0,10.0,11.0
systematic,0.9,30,1.805,4.0,4.0,15.0,15.0
systematic,0.9,30,1.805,8.0,6.0,17.0,15.0
systematic,0.9,30,1.805,2.0,4.0,11.0,9.0
systematic,0.9,30,1.805,2.0,2.0,11.0,11.0
systematic,0.9,30,1.805,4.0,4.0,11.0,9.0
systematic,0.9,30,1.805,4.0,4.0,11.0,11.0
systematic,0.9,30,1.805,4.0,4.0,17.0,15.0
systematic,0.9,30,1.805,4.0,2.0,17.0,15.0
systematic,0.9,30,1.805,8.0,8.0,19.0,17.0
systematic,0.9,30,1.805,4.0,4.0,13.0,11.0
systematic,0.9,30,1.805,4.0,6.0,11.0,11.0
systematic,0.9,30,1.805,4.0,4.0,13.0,11.0
systematic,0.9,30,1.805,4.0,4.0,15.0,13.0
systematic,0.9,30,1.805,4.0,4.0,11.0,9.0
systematic,0.9,30,1.805,2.0,2.0,11.0,11.0
systematic,0.9,30,1.805,10.0,10.0,21.0,21.0
systematic,0.9,30,1.805,2.0,2.0,13.0,13.0
systematic,0.9,30,1.805,4.0,4.0,11.0,9.0
systematic,0.9,30,1.805,4.0,4.0,17.0,17.0
systematic,0.9,30,1.805,2.0,2.0,9.0,5.0
systematic,0.9,30,1.805,4.0,4.0,11.0,9.0
systematic,0.9,30,1.805,6.0,8.0,17.0,21.0
systematic,0.9,30,1.805,6.0,6.0,15.0,13.0
systematic,0.9,30,1.805,6.0,6.0,11.0,11.0
systematic,0.9,30,1.805,4.0,4.0,13.0,11.0
systematic,0.9,30,1.805,4.0,4.0,19.0,19.0
systematic,0.9,30,1.805,6.0,6.0,15.0,11.0
systematic,0.9,30,1.805,4.0,4.0,13.0,11.0
systematic,0.9,30,1.805,4.0,6.0,11.0,9.0
systematic,0.9,30,1.805,1.0,6.0,15.0,17.0
systematic,0.9,30,1.805,2.0,4.0,13.0,11.0
systematic,0.9,30,1.805,10.0,8.0,18.0,18.0
systematic,0.9,30,1.805,8.0,8.0,15.0,13.0
systematic,0.9,30,1.805,6.0,4.0,15.0,13.0
systematic,0.9,30,1.805,4.0,4.0,11.0,11.0
systematic,0.9,30,1.805,4.0,4.0,11.0,9.0
systematic,0.9,30,1.805,4.0,6.0,19.0,17.0
systematic,0.9,30,1.805,4.0,4.0,13.0,11.0
systematic,0.9,30,1.805,4.0,4.0,9.0,8.0
systematic,0.9,30,1.805,4.0,4.0,15.0,15.0
systematic,0.9,30,1.805,4.0,4.0,15.0,13.0
systematic,0.9,30,1.805,6.0,6.0,13.0,11.0
systematic,0.9,30,1.805,4.0,4.0,15.0,13.0
systematic,0.9,30,1.805,6.0,4.0,17.0,15.0
systematic,0.9,30,1.805,4.0,4.0,17.0,17.0
systematic,0.9,30,1.805,4.0,6.0,17.0,17.0
systematic,0.9,30,1.805,4.0,8.0,15.0,15.0
systematic,0.9,30,1.805,4.0,4.0,15.0,13.0
systematic,0.9,30,1.805,4.0,8.0,21.0,21.0
systematic,0.9,30,1.805,6.0,6.0,19.0,17.0
systematic,0.9,30,1.805,2.0,2.0,11.0,10.0
systematic,0.9,30,1.805,4.0,8.0,17.0,17.0
systematic,0.9,30,1.805,4.0,2.0,11.0,9.0
systematic,0.9,30,1.805,4.0,4.0,17.0,15.0
systematic,0.9,30,1.805,10.0,10.0,17.0,17.0
systematic,0.9,30,1.805,2.0,4.0,9.0,7.0
systematic,0.9,30,1.805,2.0,2.0,11.0,9.0
systematic,0.9,30,1.805,6.0,4.0,15.0,15.0
systematic,0.9,30,1.805,2.0,4.0,11.0,11.0
systematic,0.9,30,1.805,6.0,6.0,17.0,17.0
systematic,0.9,30,1.805,4.0,4.0,17.0,15.0
systematic,0.9,30,1.805,4.0,4.0,13.0,11.0
systematic,0.9,30,1.805,4.0,4.0,11.0,11.0
systematic,0.9,30,1.805,2.0,2.0,7.0,5.0
systematic,0.9,30,1.805,6.0,6.0,15.0,15.0
systematic,0.9,30,1.805,4.0,4.0,17.0,17.0
systematic,0.9,30,1.805,6.0,10.0,15.0,15.0
systematic,0.9,30,1.805,2.0,2.0,11.0,11.0
systematic,0.9,30,1.805,2.0,2.0,11.0,9.0
systematic,0.9,30,1.805,4.0,2.0,13.0,13.0
systematic,0.9,30,1.805,4.0,4.0,13.0,13.0
systematic,0.9,30,1.805,8.0,6.0,17.0,15.0
systematic,0.9,30,1.805,4.0,4.0,13.0,15.0
systematic,0.9,30,1.805,4.0,2.0,13.0,13.0
systematic,0.9,30,1.805,4.0,4.0,17.0,15.0
systematic,0.9,30,1.805,2.0,2.0,13.0,11.0
systematic,0.9,30,1.805,4.0,4.0,11.0,11.0
systematic,0.9,30,1.805,6.0,8.0,15.0,15.0
systematic,0.9,30,1.805,6.0,6.0,17.0,15.0
systematic,0.9,30,1.805,4.0,6.0,13.0,13.0
systematic,0.9,30,1.805,4.0,4.0,9.0,9.0
systematic,0.9,30,1.805,6.0,6.0,13.0,13.0
systematic,0.9,30,1.805,6.0,4.0,15.0,13.0
systematic,0.9,30,1.805,4.0,4.0,13.0,13.0
systematic,0.9,30,1.805,6.0,6.0,19.0,19.0
systematic,0.9,30,1.805,4.0,8.0,15.0,15.0
systematic,0.9,30,1.805,4.0,4.0,19.0,19.0
systematic,0.9,30,1.805,6.0,8.0,17.0,17.0
systematic,0.9,30,1.805,4.0,4.0,13.0,13.0
systematic,0.9,30,1.805,2.0,2.0,9.0,7.0
systematic,0.9,30,1.805,4.0,12.0,21.0,19.0
systematic,0.9,30,1.805,4.0,4.0,13.0,11.0
systematic,0.9,30,1.805,8.0,6.0,19.0,17.0
systematic,0.9,30,1.805,8.0,8.0,19.0,17.0
systematic,0.9,30,1.805,4.0,2.0,11.0,9.0
systematic,0.9,30,1.805,8.0,8.0,19.0,19.0
systematic,0.9,30,1.805,4.0,6.0,11.0,11.0
systematic,0.9,30,1.805,4.0,4.0,15.0,13.0
systematic,0.9,30,1.805,4.0,4.0,11.0,11.0
systematic,0.9,30,1.805,4.0,4.0,13.0,11.0
systematic,0.9,30,1.805,2.0,4.0,13.0,9.0
systematic,0.9,30,1.805,2.0,4.0,5.0,5.0
systematic,0.9,30,1.805,4.0,4.0,13.0,13.0
systematic,0.9,30,1.805,4.0,4.0,13.0,11.0
systematic,0.9,30,1.805,4.0,6.0,13.0,13.0
systematic,0.9,30,1.805,4.0,4.0,13.0,11.0
systematic,0.9,30,1.805,6.0,6.0,17.0,17.0
