Pattern Name,Imbalanced Ratio,Time Window,Abnormality Value,mixed_CS=T,mixed_CS=F,convn_CS=T,convn_CS=F,Detection Rates Metrics
systematic,0.9,80,0.53,0.0,0.0,0.0,0.006666666666666667,Undetected Samples Percentage
systematic,0.9,80,0.53,0.008264462809917354,0.008264462809917354,0.008264462809917354,0.008209366391184574,Mean True Alert Streaks from Initial Detection
systematic,0.9,80,0.53,0.4300550964187328,0.40170798898071625,0.2784848484848485,0.26068870523415977,True Alert Rate
