Methods,Pattern Name,Imbalanced Ratio,Time Window,Abnormality Value,ARLIDX,USP,TASRID,TAR,loss,specificity,sensitivity,accuracy,geometric_mean
mixed_CS=T,upshift,0.950000,30,0.230000,6.436667,0.000000,0.083967,0.615840,0.153844,0.668421,0.640000,0.667000,0.654056
Unlu_CS=T,upshift,0.950000,30,0.230000,16.243333,0.000000,0.220220,0.629587,0.477117,0.765263,0.520000,0.753000,0.630822
