Pattern Name,Imbalanced Ratio,Time Window,Abnormality Value,mixed_CS=T,mixed_CS=F,convn_CS=T,convn_CS=F
stratification,0.9,50,1.28,1.0,29.0,34.0,30.0
stratification,0.9,50,1.28,1.0,10.0,35.0,35.0
stratification,0.9,50,1.28,1.0,13.0,34.0,33.0
stratification,0.9,50,1.28,2.0,66.0,50.0,40.0
stratification,0.9,50,1.28,19.0,29.0,52.0,40.0
stratification,0.9,50,1.28,27.0,27.0,35.0,42.0
stratification,0.9,50,1.28,10.0,54.0,58.0,54.0
stratification,0.9,50,1.28,24.0,29.0,51.0,51.0
stratification,0.9,50,1.28,1.0,2.0,38.0,38.0
stratification,0.9,50,1.28,3.0,8.0,34.0,29.0
stratification,0.9,50,1.28,11.0,24.0,35.0,35.0
stratification,0.9,50,1.28,3.0,28.0,35.0,35.0
stratification,0.9,50,1.28,27.0,62.0,56.0,40.0
stratification,0.9,50,1.28,2.0,4.0,34.0,35.0
stratification,0.9,50,1.28,18.0,19.0,26.0,27.0
stratification,0.9,50,1.28,19.0,19.0,52.0,66.0
stratification,0.9,50,1.28,6.0,24.0,35.0,35.0
stratification,0.9,50,1.28,4.0,19.0,29.0,31.0
stratification,0.9,50,1.28,18.0,24.0,33.0,27.0
stratification,0.9,50,1.28,1.0,27.0,35.0,36.0
stratification,0.9,50,1.28,27.0,53.0,55.0,67.0
stratification,0.9,50,1.28,40.0,52.0,33.0,50.0
stratification,0.9,50,1.28,19.0,19.0,39.0,68.0
stratification,0.9,50,1.28,1.0,1.0,7.0,22.0
stratification,0.9,50,1.28,6.0,29.0,14.0,19.0
stratification,0.9,50,1.28,6.0,18.0,18.0,21.0
stratification,0.9,50,1.28,7.0,78.0,46.0,46.0
stratification,0.9,50,1.28,4.0,29.0,35.0,51.0
stratification,0.9,50,1.28,4.0,28.0,35.0,38.0
stratification,0.9,50,1.28,1.0,52.0,34.0,35.0
stratification,0.9,50,1.28,1.0,23.0,34.0,38.0
stratification,0.9,50,1.28,10.0,19.0,34.0,37.0
stratification,0.9,50,1.28,10.0,23.0,19.0,23.0
stratification,0.9,50,1.28,12.0,45.0,53.0,53.0
stratification,0.9,50,1.28,18.0,18.0,29.0,33.0
stratification,0.9,50,1.28,1.0,13.0,33.0,35.0
stratification,0.9,50,1.28,13.0,23.0,19.0,21.0
stratification,0.9,50,1.28,1.0,19.0,35.0,37.0
stratification,0.9,50,1.28,33.0,40.0,54.0,64.0
stratification,0.9,50,1.28,3.0,37.0,56.0,41.0
stratification,0.9,50,1.28,13.0,27.0,35.0,35.0
stratification,0.9,50,1.28,2.0,52.0,33.0,35.0
stratification,0.9,50,1.28,4.0,19.0,28.0,30.0
stratification,0.9,50,1.28,1.0,19.0,57.0,68.0
stratification,0.9,50,1.28,19.0,39.0,34.0,34.0
stratification,0.9,50,1.28,10.0,19.0,53.0,19.0
stratification,0.9,50,1.28,19.0,61.0,40.0,39.0
stratification,0.9,50,1.28,13.0,75.0,67.0,71.0
stratification,0.9,50,1.28,13.0,26.0,32.0,37.0
stratification,0.9,50,1.28,13.0,19.0,20.0,23.0
stratification,0.9,50,1.28,1.0,29.0,35.0,35.0
stratification,0.9,50,1.28,1.0,48.0,33.0,38.0
stratification,0.9,50,1.28,5.0,16.0,42.0,70.0
stratification,0.9,50,1.28,19.0,28.0,35.0,38.0
stratification,0.9,50,1.28,14.0,25.0,21.0,26.0
stratification,0.9,50,1.28,29.0,79.0,29.0,31.0
stratification,0.9,50,1.28,2.0,24.0,39.0,37.0
stratification,0.9,50,1.28,3.0,42.0,31.0,30.0
stratification,0.9,50,1.28,16.0,18.0,33.0,30.0
stratification,0.9,50,1.28,13.0,25.0,33.0,35.0
stratification,0.9,50,1.28,4.0,37.0,38.0,31.0
stratification,0.9,50,1.28,18.0,24.0,33.0,33.0
stratification,0.9,50,1.28,19.0,41.0,34.0,35.0
stratification,0.9,50,1.28,1.0,26.0,57.0,63.0
stratification,0.9,50,1.28,23.0,26.0,33.0,32.0
stratification,0.9,50,1.28,2.0,11.0,19.0,35.0
stratification,0.9,50,1.28,1.0,37.0,38.0,39.0
stratification,0.9,50,1.28,10.0,11.0,35.0,39.0
stratification,0.9,50,1.28,15.0,19.0,35.0,56.0
stratification,0.9,50,1.28,35.0,46.0,37.0,29.0
stratification,0.9,50,1.28,19.0,37.0,40.0,40.0
stratification,0.9,50,1.28,18.0,46.0,33.0,35.0
stratification,0.9,50,1.28,13.0,73.0,34.0,48.0
stratification,0.9,50,1.28,1.0,28.0,38.0,37.0
stratification,0.9,50,1.28,16.0,23.0,33.0,33.0
stratification,0.9,50,1.28,18.0,19.0,23.0,24.0
stratification,0.9,50,1.28,8.0,29.0,37.0,22.0
stratification,0.9,50,1.28,19.0,47.0,20.0,20.0
stratification,0.9,50,1.28,19.0,29.0,55.0,55.0
stratification,0.9,50,1.28,28.0,44.0,35.0,35.0
stratification,0.9,50,1.28,13.0,28.0,24.0,23.0
stratification,0.9,50,1.28,26.0,29.0,40.0,39.0
stratification,0.9,50,1.28,23.0,46.0,37.0,33.0
stratification,0.9,50,1.28,5.0,36.0,40.0,31.0
stratification,0.9,50,1.28,34.0,66.0,61.0,75.0
stratification,0.9,50,1.28,3.0,26.0,34.0,35.0
stratification,0.9,50,1.28,18.0,29.0,35.0,29.0
stratification,0.9,50,1.28,19.0,34.0,36.0,68.0
stratification,0.9,50,1.28,4.0,45.0,39.0,41.0
stratification,0.9,50,1.28,1.0,69.0,38.0,38.0
stratification,0.9,50,1.28,1.0,47.0,78.0,76.0
stratification,0.9,50,1.28,11.0,24.0,34.0,34.0
stratification,0.9,50,1.28,24.0,27.0,35.0,38.0
stratification,0.9,50,1.28,1.0,24.0,27.0,25.0
stratification,0.9,50,1.28,10.0,10.0,35.0,35.0
stratification,0.9,50,1.28,4.0,22.0,32.0,33.0
stratification,0.9,50,1.28,23.0,27.0,34.0,36.0
