Methods,Pattern Name,Imbalanced Ratio,Time Window,Abnormality Value,ARLIDX,USP,TASRID,TAR,loss,specificity,sensitivity,accuracy,geometric_mean
Unlu_CS=T,systematic,0.9,50,0.68,28.923333,0.0,0.274077,0.72259,0.198771,0.995556,0.56,0.952,0.746667
mixed_CS=T,systematic,0.9,80,0.68,9.99,0.0,0.008264,0.455647,0.039839,0.938889,0.96,0.941,0.949386
Unlu_CS=T,systematic,0.9,80,0.68,36.066667,0.0,0.024793,0.644353,0.335121,0.988889,0.44,0.934,0.65963
mixed_CS=T,systematic,0.9,30,0.755,5.333333,0.0,0.008292,0.462507,0.095991,0.855556,0.92,0.862,0.887193
Unlu_CS=T,systematic,0.9,30,0.755,19.506667,0.0,0.370744,0.765675,0.211142,0.997778,0.43,0.941,0.655015
mixed_CS=T,systematic,0.9,50,0.755,9.093333,0.0,0.008264,0.455895,0.031692,0.965556,0.91,0.96,0.937366
Unlu_CS=T,systematic,0.9,50,0.755,26.186667,0.0,0.336694,0.772149,0.199684,0.995556,0.56,0.952,0.746667
mixed_CS=T,systematic,0.9,80,0.755,12.3,0.0,0.008264,0.447025,0.022769,0.975556,0.91,0.969,0.942208
Unlu_CS=T,systematic,0.9,80,0.755,30.79,0.0,0.154628,0.712314,0.209097,0.997778,0.6,0.958,0.773736
mixed_CS=T,systematic,0.9,30,0.83,4.863333,0.0,0.008264,0.47719,0.073133,0.886667,0.9,0.888,0.893308
Unlu_CS=T,systematic,0.9,30,0.83,17.203333,0.0,0.459917,0.828733,0.210623,0.985556,0.51,0.938,0.708966
mixed_CS=T,systematic,0.9,50,0.83,8.27,0.0,0.008264,0.464711,0.03833,0.944444,0.91,0.941,0.927062
Unlu_CS=T,systematic,0.9,50,0.83,28.67,0.0,0.085317,0.742645,0.255319,0.994444,0.42,0.937,0.646271
mixed_CS=T,systematic,0.9,80,0.83,10.033333,0.0,0.008264,0.457713,0.020385,0.972222,0.96,0.971,0.966092
Unlu_CS=T,systematic,0.9,80,0.83,38.29,0.0,0.032975,0.58719,0.208329,0.996667,0.44,0.941,0.662219
mixed_CS=T,systematic,0.9,30,0.905,5.386667,0.0,0.008292,0.475124,0.054748,0.922222,0.95,0.925,0.936008
Unlu_CS=T,systematic,0.9,30,0.905,15.21,0.0,0.068017,0.803884,0.154612,0.992222,0.65,0.958,0.803084
mixed_CS=T,systematic,0.9,50,0.905,7.346667,0.0,0.008264,0.469256,0.025233,0.974444,0.92,0.969,0.946831
Unlu_CS=T,systematic,0.9,50,0.905,21.843333,0.0,0.25438,0.799752,0.162281,0.996667,0.62,0.959,0.786087
mixed_CS=T,systematic,0.9,80,0.905,10.336667,0.0,0.008264,0.458347,0.009548,0.984444,0.97,0.983,0.977196
Unlu_CS=T,systematic,0.9,80,0.905,29.416667,0.0,0.080248,0.71832,0.228667,0.998889,0.61,0.96,0.780591
mixed_CS=T,systematic,0.9,30,0.98,5.7,0.0,0.008264,0.473499,0.040853,0.954444,0.88,0.947,0.916467
Unlu_CS=T,systematic,0.9,30,0.98,14.126667,0.0,0.313416,0.867576,0.175654,0.997778,0.63,0.961,0.792843
mixed_CS=T,systematic,0.9,50,0.98,7.526667,0.0,0.008264,0.470441,0.018715,0.977778,0.97,0.977,0.973881
Unlu_CS=T,systematic,0.9,50,0.98,19.556667,0.0,0.120716,0.803719,0.152363,0.998889,0.63,0.962,0.793284
mixed_CS=T,systematic,0.9,80,0.98,9.856667,0.0,0.008264,0.461405,0.006395,0.992222,0.99,0.992,0.991111
Unlu_CS=T,systematic,0.9,80,0.98,30.276667,0.0,0.054022,0.692094,0.174238,1.0,0.58,0.958,0.761577
mixed_CS=T,systematic,0.9,30,1.055,5.426667,0.0,0.008264,0.480138,0.053774,0.927778,0.89,0.924,0.908693
Unlu_CS=T,systematic,0.9,30,1.055,13.323333,0.0,0.21135,0.844435,0.186258,0.991111,0.56,0.948,0.744998
mixed_CS=T,systematic,0.9,50,1.055,5.686667,0.0,0.008264,0.47595,0.020058,0.964444,0.98,0.966,0.972191
Unlu_CS=T,systematic,0.9,50,1.055,19.326667,0.0,0.125317,0.818209,0.1491,0.998889,0.61,0.96,0.780591
mixed_CS=T,systematic,0.9,80,1.055,10.36,0.0,0.008264,0.460441,0.007709,0.994444,0.97,0.992,0.982146
Unlu_CS=T,systematic,0.9,80,1.055,34.85,0.0,0.029421,0.65697,0.207264,1.0,0.45,0.945,0.67082
mixed_CS=T,systematic,0.9,30,1.13,4.973333,0.0,0.008264,0.479366,0.036757,0.934444,0.94,0.935,0.937218
Unlu_CS=T,systematic,0.9,30,1.13,12.833333,0.0,0.305234,0.871405,0.156013,0.997778,0.6,0.958,0.773736
mixed_CS=T,systematic,0.9,50,1.13,5.99,0.0,0.008264,0.477135,0.024522,0.956667,0.99,0.96,0.973191
Unlu_CS=T,systematic,0.9,50,1.13,20.963333,0.0,0.075537,0.796309,0.221666,1.0,0.52,0.952,0.72111
mixed_CS=T,systematic,0.9,80,1.13,10.513333,0.0,0.008264,0.459146,0.002081,0.998889,1.0,0.999,0.999444
Unlu_CS=T,systematic,0.9,80,1.13,27.296667,0.0,0.056997,0.721543,0.143244,1.0,0.64,0.964,0.8
mixed_CS=T,systematic,0.9,30,1.205,4.713333,0.0,0.008264,0.560413,0.034638,0.951111,0.95,0.951,0.950555
Unlu_CS=T,systematic,0.9,30,1.205,17.01,0.0,0.555758,0.859697,0.268242,0.997778,0.51,0.949,0.713349
mixed_CS=T,systematic,0.9,50,1.205,7.2,0.0,0.008264,0.472893,0.017146,0.987778,0.98,0.987,0.983881
Unlu_CS=T,systematic,0.9,50,1.205,20.203333,0.0,0.150523,0.808402,0.199508,0.998889,0.57,0.956,0.754564
mixed_CS=T,systematic,0.9,80,1.205,9.426667,0.0,0.008264,0.464573,0.001909,1.0,0.99,0.999,0.994987
Unlu_CS=T,systematic,0.9,80,1.205,30.94,0.0,0.025179,0.691736,0.241371,1.0,0.51,0.951,0.714143
mixed_CS=T,systematic,0.9,30,1.28,4.686667,0.0,0.008264,0.483278,0.034243,0.955556,0.93,0.953,0.942691
Unlu_CS=T,systematic,0.9,30,1.28,11.376667,0.0,0.263306,0.883306,0.186266,0.996667,0.57,0.954,0.753724
mixed_CS=T,systematic,0.9,50,1.28,7.733333,0.0,0.008264,0.470496,0.008378,0.997778,0.96,0.994,0.978707
Unlu_CS=T,systematic,0.9,50,1.28,17.0,0.0,0.132452,0.836226,0.180185,0.997778,0.55,0.953,0.740795
mixed_CS=T,systematic,0.9,80,1.28,8.346667,0.0,0.008264,0.469394,0.005066,0.995556,1.0,0.996,0.997775
Unlu_CS=T,systematic,0.9,80,1.28,26.483333,0.0,0.025399,0.734904,0.21071,1.0,0.6,0.96,0.774597
mixed_CS=T,systematic,0.9,30,1.355,4.526667,0.0,0.008264,0.485399,0.021399,0.964444,0.97,0.965,0.967218
Unlu_CS=T,systematic,0.9,30,1.355,10.793333,0.0,0.233609,0.887961,0.164268,0.998889,0.62,0.961,0.786963
mixed_CS=T,systematic,0.9,50,1.355,6.506667,0.0,0.008264,0.476529,0.003675,0.996667,0.98,0.995,0.988298
Unlu_CS=T,systematic,0.9,50,1.355,17.796667,0.0,0.11146,0.8327,0.186021,0.997778,0.57,0.955,0.754144
mixed_CS=T,systematic,0.9,80,1.355,9.38,0.0,0.008264,0.464986,0.000781,0.998889,1.0,0.999,0.999444
Unlu_CS=T,systematic,0.9,80,1.355,25.626667,0.0,0.027658,0.749559,0.22258,1.0,0.61,0.961,0.781025
mixed_CS=T,systematic,0.9,30,1.43,5.073333,0.0,0.008264,0.482645,0.011235,0.988889,0.96,0.986,0.974337
Unlu_CS=T,systematic,0.9,30,1.43,12.893333,0.0,0.157383,0.873085,0.200257,1.0,0.56,0.956,0.748331
mixed_CS=T,systematic,0.9,50,1.43,7.496667,0.0,0.008292,0.472479,0.004767,0.998889,0.99,0.998,0.994435
Unlu_CS=T,systematic,0.9,50,1.43,20.216667,0.0,0.099697,0.812452,0.216746,1.0,0.56,0.956,0.748331
mixed_CS=T,systematic,0.9,80,1.43,10.173333,0.0,0.008264,0.461956,0.000133,1.0,1.0,1.0,1.0
Unlu_CS=T,systematic,0.9,80,1.43,22.0,0.0,0.037493,0.78022,0.190185,1.0,0.73,0.973,0.8544
mixed_CS=T,systematic,0.9,30,1.505,4.353333,0.0,0.008264,0.48584,0.019493,0.977778,0.99,0.979,0.98387
Unlu_CS=T,systematic,0.9,30,1.505,10.633333,0.0,0.258595,0.899972,0.127703,0.996667,0.67,0.964,0.81717
mixed_CS=T,systematic,0.9,50,1.505,6.23,0.0,0.00876,0.539146,0.006554,0.995556,0.99,0.995,0.992774
Unlu_CS=T,systematic,0.9,50,1.505,18.44,0.0,0.073113,0.830413,0.225712,1.0,0.6,0.96,0.774597
mixed_CS=T,systematic,0.9,80,1.505,8.033333,0.0,0.008264,0.470882,0.001602,1.0,0.99,0.999,0.994987
Unlu_CS=T,systematic,0.9,80,1.505,29.416667,0.0,0.016639,0.721129,0.340854,1.0,0.6,0.96,0.774597
