Methods,Pattern Name,Imbalanced Ratio,Time Window,Abnormality Value,ARLIDX,USP,TASRID,TAR,loss,specificity,sensitivity,accuracy,geometric_mean
mixed_CS=T,upshift,0.900000,50,0.380000,10.170000,0.000000,0.297686,0.799449,0.102836,0.853333,0.780000,0.846000,0.815843
Unlu_CS=T,upshift,0.900000,50,0.380000,21.666667,0.000000,0.403802,0.746061,0.258728,0.931111,0.670000,0.905000,0.789838
