Methods,Pattern Name,Imbalanced Ratio,Time Window,Abnormality Value,ARLIDX,USP,TASRID,TAR,loss,specificity,sensitivity,accuracy,geometric_mean
mixed_CS=T,upshift,0.950000,30,1.505000,4.770000,0.000000,0.824904,0.965702,0.015853,0.990526,0.920000,0.987000,0.954612
Unlu_CS=T,upshift,0.950000,30,1.505000,21.320000,0.000000,0.772590,0.831185,0.253471,1.000000,0.380000,0.969000,0.616441
