Methods,Pattern Name,Imbalanced Ratio,Time Window,Abnormality Value,ARLIDX,USP,TASRID,TAR,loss,specificity,sensitivity,accuracy,geometric_mean
mixed_CS=T,upshift,0.900000,30,0.530000,6.036667,0.000000,0.493939,0.914215,0.120861,0.751111,0.790000,0.755000,0.770310
Unlu_CS=T,upshift,0.900000,30,0.530000,15.053333,0.000000,0.408017,0.806804,0.263881,0.928889,0.570000,0.893000,0.727645
