Methods,Pattern Name,Imbalanced Ratio,Time Window,Abnormality Value,ARLIDX,USP,TASRID,TAR,loss,specificity,sensitivity,accuracy,geometric_mean
mixed_CS=T,upshift,0.950000,50,0.605000,9.900000,0.000000,0.424545,0.895041,0.051919,0.922105,0.880000,0.920000,0.900807
Unlu_CS=T,upshift,0.950000,50,0.605000,28.096667,0.000000,0.618017,0.755096,0.162480,0.983158,0.480000,0.958000,0.686961
