Methods,Pattern Name,Imbalanced Ratio,Time Window,Abnormality Value,ARLIDX,USP,TASRID,TAR,loss,specificity,sensitivity,accuracy,geometric_mean
mixed_CS=T,upshift,0.900000,30,0.230000,4.706667,0.000000,0.126501,0.739118,0.160509,0.615556,0.720000,0.626000,0.665733
Unlu_CS=T,upshift,0.900000,30,0.230000,16.963211,0.003333,0.275840,0.611074,0.490846,0.813333,0.480000,0.780000,0.624820
