Methods,Pattern Name,Imbalanced Ratio,Time Window,Abnormality Value,ARLIDX,USP,TASRID,TAR,loss,specificity,sensitivity,accuracy,geometric_mean
mixed_CS=T,upshift,0.950000,30,0.305000,6.713333,0.000000,0.146667,0.724876,0.156606,0.658947,0.660000,0.659000,0.659473
Unlu_CS=T,upshift,0.950000,30,0.305000,15.503333,0.000000,0.232204,0.672176,0.425093,0.808421,0.520000,0.794000,0.648366
