Pattern Name,Imbalanced Ratio,Time Window,Abnormality Value,mixed_CS=T,mixed_CS=F,convn_CS=T,convn_CS=F,Detection Rates Metrics
stratification,0.5,30,1.355,0.0,0.0,0.0,0.023333333333333334,Undetected Samples Percentage
stratification,0.5,30,1.355,0.03705234159779614,0.026639118457300277,0.017355371900826446,0.025151515151515154,Mean True Alert Streaks from Initial Detection
stratification,0.5,30,1.355,0.6975757575757576,0.5664738292011019,0.07542699724517907,0.081900826446281,True Alert Rate
