Pattern Name,Imbalanced Ratio,Time Window,Abnormality Value,mixed_CS=T,mixed_CS=F,convn_CS=T,convn_CS=F
cyclic,0.95,80,0.23,2.0,,2.0,
cyclic,0.95,80,0.23,2.0,,3.0,
cyclic,0.95,80,0.23,4.0,,7.0,111.0
cyclic,0.95,80,0.23,5.0,,5.0,111.0
cyclic,0.95,80,0.23,3.0,,3.0,
cyclic,0.95,80,0.23,1.0,,12.0,
cyclic,0.95,80,0.23,2.0,,2.0,98.0
cyclic,0.95,80,0.23,3.0,,7.0,
cyclic,0.95,80,0.23,3.0,,1.0,
cyclic,0.95,80,0.23,13.0,,1.0,54.0
cyclic,0.95,80,0.23,1.0,,1.0,
cyclic,0.95,80,0.23,1.0,,1.0,104.0
cyclic,0.95,80,0.23,5.0,,2.0,
cyclic,0.95,80,0.23,1.0,,4.0,
cyclic,0.95,80,0.23,5.0,,6.0,23.0
cyclic,0.95,80,0.23,8.0,,3.0,
cyclic,0.95,80,0.23,7.0,,1.0,
cyclic,0.95,80,0.23,2.0,,2.0,
cyclic,0.95,80,0.23,5.0,,6.0,
cyclic,0.95,80,0.23,1.0,,8.0,
cyclic,0.95,80,0.23,1.0,,1.0,87.0
cyclic,0.95,80,0.23,10.0,,2.0,
cyclic,0.95,80,0.23,6.0,,6.0,
cyclic,0.95,80,0.23,1.0,,1.0,1.0
cyclic,0.95,80,0.23,5.0,,1.0,120.0
cyclic,0.95,80,0.23,1.0,,1.0,9.0
cyclic,0.95,80,0.23,1.0,,2.0,
cyclic,0.95,80,0.23,5.0,,5.0,56.0
cyclic,0.95,80,0.23,7.0,,1.0,96.0
cyclic,0.95,80,0.23,1.0,,2.0,
cyclic,0.95,80,0.23,1.0,,4.0,121.0
cyclic,0.95,80,0.23,2.0,,2.0,19.0
cyclic,0.95,80,0.23,1.0,,1.0,
cyclic,0.95,80,0.23,8.0,,16.0,73.0
cyclic,0.95,80,0.23,2.0,,2.0,
cyclic,0.95,80,0.23,2.0,,4.0,
cyclic,0.95,80,0.23,5.0,,6.0,
cyclic,0.95,80,0.23,5.0,,5.0,
cyclic,0.95,80,0.23,1.0,,1.0,41.0
cyclic,0.95,80,0.23,12.0,,5.0,
cyclic,0.95,80,0.23,2.0,,14.0,
cyclic,0.95,80,0.23,2.0,,4.0,
cyclic,0.95,80,0.23,1.0,,4.0,120.0
cyclic,0.95,80,0.23,2.0,,4.0,88.0
cyclic,0.95,80,0.23,6.0,,1.0,104.0
cyclic,0.95,80,0.23,10.0,,3.0,
cyclic,0.95,80,0.23,3.0,,4.0,
cyclic,0.95,80,0.23,1.0,,2.0,
cyclic,0.95,80,0.23,2.0,,2.0,88.0
cyclic,0.95,80,0.23,2.0,,4.0,
cyclic,0.95,80,0.23,3.0,,7.0,
cyclic,0.95,80,0.23,3.0,,5.0,79.0
cyclic,0.95,80,0.23,1.0,,1.0,
cyclic,0.95,80,0.23,3.0,,4.0,
cyclic,0.95,80,0.23,1.0,,3.0,
cyclic,0.95,80,0.23,2.0,,4.0,
cyclic,0.95,80,0.23,4.0,,5.0,
cyclic,0.95,80,0.23,1.0,,1.0,
cyclic,0.95,80,0.23,1.0,,2.0,
cyclic,0.95,80,0.23,2.0,,1.0,
cyclic,0.95,80,0.23,1.0,,2.0,113.0
cyclic,0.95,80,0.23,5.0,,6.0,
cyclic,0.95,80,0.23,1.0,,2.0,57.0
cyclic,0.95,80,0.23,3.0,,4.0,
cyclic,0.95,80,0.23,14.0,,7.0,
cyclic,0.95,80,0.23,12.0,,4.0,
cyclic,0.95,80,0.23,6.0,,1.0,
cyclic,0.95,80,0.23,5.0,,5.0,
cyclic,0.95,80,0.23,3.0,,5.0,
cyclic,0.95,80,0.23,1.0,,1.0,
cyclic,0.95,80,0.23,4.0,,1.0,
cyclic,0.95,80,0.23,3.0,,12.0,113.0
cyclic,0.95,80,0.23,5.0,,7.0,105.0
cyclic,0.95,80,0.23,4.0,,3.0,
cyclic,0.95,80,0.23,2.0,,3.0,
cyclic,0.95,80,0.23,4.0,,5.0,
cyclic,0.95,80,0.23,1.0,,10.0,
cyclic,0.95,80,0.23,5.0,,6.0,79.0
cyclic,0.95,80,0.23,9.0,,5.0,
cyclic,0.95,80,0.23,1.0,,16.0,72.0
cyclic,0.95,80,0.23,1.0,,1.0,
cyclic,0.95,80,0.23,3.0,,5.0,64.0
cyclic,0.95,80,0.23,5.0,,17.0,
cyclic,0.95,80,0.23,1.0,,2.0,119.0
cyclic,0.95,80,0.23,1.0,,1.0,72.0
cyclic,0.95,80,0.23,3.0,,6.0,96.0
cyclic,0.95,80,0.23,6.0,,7.0,
cyclic,0.95,80,0.23,6.0,,6.0,
cyclic,0.95,80,0.23,1.0,,1.0,10.0
cyclic,0.95,80,0.23,3.0,,2.0,57.0
cyclic,0.95,80,0.23,1.0,,6.0,89.0
cyclic,0.95,80,0.23,18.0,,1.0,
cyclic,0.95,80,0.23,10.0,,2.0,
cyclic,0.95,80,0.23,8.0,,13.0,
cyclic,0.95,80,0.23,5.0,,16.0,
cyclic,0.95,80,0.23,12.0,,15.0,
cyclic,0.95,80,0.23,1.0,,8.0,
cyclic,0.95,80,0.23,3.0,,7.0,
cyclic,0.95,80,0.23,6.0,,5.0,7.0
cyclic,0.95,80,0.23,2.0,,4.0,73.0
cyclic,0.95,80,0.23,2.0,,1.0,
cyclic,0.95,80,0.23,1.0,,1.0,33.0
cyclic,0.95,80,0.23,5.0,,3.0,
cyclic,0.95,80,0.23,5.0,,6.0,
cyclic,0.95,80,0.23,3.0,,4.0,87.0
cyclic,0.95,80,0.23,1.0,,1.0,16.0
cyclic,0.95,80,0.23,1.0,,11.0,
cyclic,0.95,80,0.23,1.0,,2.0,
cyclic,0.95,80,0.23,5.0,,6.0,
cyclic,0.95,80,0.23,11.0,,9.0,
cyclic,0.95,80,0.23,4.0,,4.0,
cyclic,0.95,80,0.23,4.0,,3.0,119.0
cyclic,0.95,80,0.23,3.0,,4.0,
cyclic,0.95,80,0.23,7.0,,1.0,121.0
cyclic,0.95,80,0.23,13.0,,2.0,103.0
cyclic,0.95,80,0.23,2.0,,3.0,110.0
cyclic,0.95,80,0.23,3.0,,5.0,119.0
cyclic,0.95,80,0.23,5.0,,1.0,54.0
cyclic,0.95,80,0.23,4.0,,15.0,
cyclic,0.95,80,0.23,5.0,,1.0,
cyclic,0.95,80,0.23,1.0,,1.0,72.0
cyclic,0.95,80,0.23,3.0,,4.0,
cyclic,0.95,80,0.23,1.0,,2.0,
cyclic,0.95,80,0.23,4.0,,5.0,71.0
cyclic,0.95,80,0.23,3.0,,3.0,
cyclic,0.95,80,0.23,3.0,,5.0,
cyclic,0.95,80,0.23,1.0,,2.0,
cyclic,0.95,80,0.23,7.0,,7.0,48.0
cyclic,0.95,80,0.23,7.0,,7.0,
cyclic,0.95,80,0.23,1.0,,9.0,
cyclic,0.95,80,0.23,7.0,,1.0,
cyclic,0.95,80,0.23,4.0,,5.0,6.0
cyclic,0.95,80,0.23,4.0,,14.0,
cyclic,0.95,80,0.23,2.0,,4.0,
cyclic,0.95,80,0.23,2.0,,4.0,
cyclic,0.95,80,0.23,8.0,,1.0,
cyclic,0.95,80,0.23,1.0,,1.0,11.0
cyclic,0.95,80,0.23,1.0,,7.0,
cyclic,0.95,80,0.23,4.0,,13.0,
cyclic,0.95,80,0.23,1.0,,1.0,
cyclic,0.95,80,0.23,4.0,,5.0,
cyclic,0.95,80,0.23,5.0,,4.0,79.0
cyclic,0.95,80,0.23,8.0,,8.0,
cyclic,0.95,80,0.23,5.0,,8.0,
cyclic,0.95,80,0.23,4.0,,5.0,6.0
cyclic,0.95,80,0.23,1.0,,9.0,41.0
cyclic,0.95,80,0.23,1.0,,7.0,
cyclic,0.95,80,0.23,1.0,,9.0,
cyclic,0.95,80,0.23,4.0,,5.0,
cyclic,0.95,80,0.23,2.0,,4.0,
cyclic,0.95,80,0.23,4.0,,1.0,
cyclic,0.95,80,0.23,1.0,,1.0,72.0
cyclic,0.95,80,0.23,1.0,,8.0,
cyclic,0.95,80,0.23,6.0,,6.0,71.0
cyclic,0.95,80,0.23,1.0,,1.0,79.0
cyclic,0.95,80,0.23,3.0,,3.0,
cyclic,0.95,80,0.23,3.0,,3.0,5.0
cyclic,0.95,80,0.23,9.0,,1.0,
cyclic,0.95,80,0.23,4.0,,6.0,
cyclic,0.95,80,0.23,2.0,,5.0,105.0
cyclic,0.95,80,0.23,5.0,,11.0,
cyclic,0.95,80,0.23,4.0,,5.0,47.0
cyclic,0.95,80,0.23,2.0,,3.0,
cyclic,0.95,80,0.23,1.0,,1.0,56.0
cyclic,0.95,80,0.23,1.0,,1.0,
cyclic,0.95,80,0.23,4.0,,4.0,
cyclic,0.95,80,0.23,4.0,,7.0,
cyclic,0.95,80,0.23,4.0,,6.0,
cyclic,0.95,80,0.23,4.0,,1.0,
cyclic,0.95,80,0.23,1.0,,1.0,103.0
cyclic,0.95,80,0.23,1.0,,2.0,96.0
cyclic,0.95,80,0.23,5.0,,1.0,56.0
cyclic,0.95,80,0.23,4.0,,5.0,111.0
cyclic,0.95,80,0.23,6.0,,6.0,113.0
cyclic,0.95,80,0.23,3.0,,3.0,
cyclic,0.95,80,0.23,3.0,,3.0,
cyclic,0.95,80,0.23,1.0,,1.0,
cyclic,0.95,80,0.23,4.0,,4.0,
cyclic,0.95,80,0.23,7.0,,1.0,
cyclic,0.95,80,0.23,5.0,,5.0,113.0
cyclic,0.95,80,0.23,2.0,,9.0,
cyclic,0.95,80,0.23,3.0,,5.0,
cyclic,0.95,80,0.23,1.0,,11.0,80.0
cyclic,0.95,80,0.23,13.0,,2.0,121.0
cyclic,0.95,80,0.23,8.0,,5.0,103.0
cyclic,0.95,80,0.23,9.0,,5.0,
cyclic,0.95,80,0.23,6.0,,1.0,32.0
cyclic,0.95,80,0.23,6.0,,1.0,
cyclic,0.95,80,0.23,2.0,,2.0,
cyclic,0.95,80,0.23,5.0,,4.0,
cyclic,0.95,80,0.23,2.0,,2.0,
cyclic,0.95,80,0.23,1.0,,1.0,41.0
cyclic,0.95,80,0.23,1.0,,1.0,
cyclic,0.95,80,0.23,2.0,,4.0,
cyclic,0.95,80,0.23,6.0,,1.0,
cyclic,0.95,80,0.23,3.0,,14.0,104.0
cyclic,0.95,80,0.23,1.0,,1.0,
cyclic,0.95,80,0.23,5.0,,1.0,72.0
cyclic,0.95,80,0.23,1.0,,10.0,72.0
cyclic,0.95,80,0.23,1.0,,1.0,121.0
cyclic,0.95,80,0.23,6.0,,6.0,81.0
cyclic,0.95,80,0.23,3.0,,3.0,
cyclic,0.95,80,0.23,5.0,,5.0,105.0
cyclic,0.95,80,0.23,5.0,,24.0,
cyclic,0.95,80,0.23,1.0,,4.0,72.0
cyclic,0.95,80,0.23,4.0,,6.0,
cyclic,0.95,80,0.23,2.0,,3.0,97.0
cyclic,0.95,80,0.23,6.0,,8.0,
cyclic,0.95,80,0.23,1.0,,1.0,
cyclic,0.95,80,0.23,1.0,,1.0,103.0
cyclic,0.95,80,0.23,1.0,,1.0,
cyclic,0.95,80,0.23,1.0,,2.0,65.0
cyclic,0.95,80,0.23,5.0,,5.0,120.0
cyclic,0.95,80,0.23,5.0,,1.0,39.0
cyclic,0.95,80,0.23,1.0,,1.0,26.0
cyclic,0.95,80,0.23,4.0,,6.0,
cyclic,0.95,80,0.23,1.0,,1.0,
cyclic,0.95,80,0.23,4.0,,13.0,88.0
cyclic,0.95,80,0.23,6.0,,1.0,111.0
cyclic,0.95,80,0.23,1.0,,2.0,
cyclic,0.95,80,0.23,1.0,,1.0,
cyclic,0.95,80,0.23,2.0,,3.0,103.0
cyclic,0.95,80,0.23,1.0,,1.0,40.0
cyclic,0.95,80,0.23,1.0,,1.0,
cyclic,0.95,80,0.23,1.0,,2.0,3.0
cyclic,0.95,80,0.23,14.0,,4.0,
cyclic,0.95,80,0.23,3.0,,4.0,
cyclic,0.95,80,0.23,2.0,,3.0,
cyclic,0.95,80,0.23,5.0,,6.0,105.0
cyclic,0.95,80,0.23,5.0,,1.0,
cyclic,0.95,80,0.23,8.0,,1.0,
cyclic,0.95,80,0.23,4.0,,4.0,
cyclic,0.95,80,0.23,6.0,,1.0,32.0
cyclic,0.95,80,0.23,3.0,,11.0,
cyclic,0.95,80,0.23,4.0,,5.0,
cyclic,0.95,80,0.23,1.0,,1.0,64.0
cyclic,0.95,80,0.23,1.0,,1.0,
cyclic,0.95,80,0.23,2.0,,6.0,65.0
cyclic,0.95,80,0.23,3.0,,3.0,4.0
cyclic,0.95,80,0.23,3.0,,13.0,
cyclic,0.95,80,0.23,4.0,,5.0,80.0
cyclic,0.95,80,0.23,5.0,,1.0,
cyclic,0.95,80,0.23,10.0,,4.0,
cyclic,0.95,80,0.23,6.0,,7.0,88.0
cyclic,0.95,80,0.23,6.0,,7.0,
cyclic,0.95,80,0.23,3.0,,3.0,80.0
cyclic,0.95,80,0.23,2.0,,4.0,
cyclic,0.95,80,0.23,1.0,,9.0,
cyclic,0.95,80,0.23,5.0,,6.0,
cyclic,0.95,80,0.23,3.0,,5.0,
cyclic,0.95,80,0.23,2.0,,3.0,
cyclic,0.95,80,0.23,1.0,,1.0,72.0
cyclic,0.95,80,0.23,7.0,,6.0,16.0
cyclic,0.95,80,0.23,4.0,,6.0,
cyclic,0.95,80,0.23,1.0,,1.0,
cyclic,0.95,80,0.23,3.0,,7.0,
cyclic,0.95,80,0.23,15.0,,7.0,72.0
cyclic,0.95,80,0.23,6.0,,1.0,8.0
cyclic,0.95,80,0.23,7.0,,6.0,
cyclic,0.95,80,0.23,6.0,,1.0,104.0
cyclic,0.95,80,0.23,3.0,,5.0,
cyclic,0.95,80,0.23,3.0,,3.0,
cyclic,0.95,80,0.23,8.0,,1.0,72.0
cyclic,0.95,80,0.23,1.0,,8.0,102.0
cyclic,0.95,80,0.23,4.0,,4.0,14.0
cyclic,0.95,80,0.23,1.0,,2.0,56.0
cyclic,0.95,80,0.23,1.0,,1.0,11.0
cyclic,0.95,80,0.23,1.0,,4.0,
cyclic,0.95,80,0.23,1.0,,1.0,
cyclic,0.95,80,0.23,1.0,,1.0,
cyclic,0.95,80,0.23,4.0,,4.0,
cyclic,0.95,80,0.23,5.0,,5.0,96.0
cyclic,0.95,80,0.23,3.0,,3.0,
cyclic,0.95,80,0.23,4.0,,5.0,
cyclic,0.95,80,0.23,1.0,,8.0,33.0
cyclic,0.95,80,0.23,2.0,,10.0,
cyclic,0.95,80,0.23,3.0,,5.0,
cyclic,0.95,80,0.23,6.0,,7.0,
cyclic,0.95,80,0.23,8.0,,3.0,79.0
cyclic,0.95,80,0.23,1.0,,3.0,
cyclic,0.95,80,0.23,1.0,,9.0,81.0
cyclic,0.95,80,0.23,1.0,,1.0,112.0
cyclic,0.95,80,0.23,2.0,,7.0,
cyclic,0.95,80,0.23,4.0,,6.0,
cyclic,0.95,80,0.23,3.0,,10.0,80.0
cyclic,0.95,80,0.23,3.0,,11.0,
