Time window,0.005,0.08,0.155,0.23,0.305,0.38,0.455,0.53,0.605,0.68,0.755,0.83,0.905,0.98,1.055,1.13,1.205,1.28,1.355,1.43,1.505,1.58,1.655,1.73,1.805
100,4.579349517822266,0.11895765364170074,4.294059181120247e-06,4.556894168672443e-07,1.687251085513708e-07,5.477228341987939e-07,1.1350374862217905e-08,8.09840940974027e-08,5.1599942096913765e-09,8.135041440482382e-08,6.426636645073813e-08,2.4686956479058608e-08,5.754933241064464e-08,3.588969343937265e-09,3.820653571295907e-09,3.616662169747542e-08,7.038828897520943e-08,1.850736794040131e-06,1.765615387228081e-08,3.963731565193029e-09,-7.443524019379311e-09,1.5992185353752575e-08,1.2675633342951187e-07,-2.968625623100962e-10,2.9945578461365585e-08
90,4.621086120605469,0.4386361241340637,3.827160242053651e-07,2.7507428512763e-07,2.6475871095499315e-07,1.346659956880103e-07,4.362821073300438e-07,0.0025945163797587156,1.0602748261590023e-06,5.737252877224819e-07,1.092691732651474e-07,3.112301882879365e-08,2.4913756391242714e-08,7.867188012156134e-10,2.424483280805134e-09,-6.797463147911742e-10,1.3207550608740348e-09,6.473652724992007e-09,-7.24646009864216e-10,3.8107323518943303e-08,4.967239952691216e-09,1.7461780910110747e-09,2.146637889666181e-08,9.724639227215448e-08,1.2164115048562962e-08
80,8.757207870483398,0.8759356141090393,0.028703728690743446,1.3890606169297826e-05,3.8240366961872496e-07,-9.266571510124777e-07,2.166449597496012e-08,1.0598998345656696e-09,5.336952924039906e-08,9.701382452931284e-08,2.0684385049207776e-07,3.8303923588500766e-08,7.363502874113692e-08,7.962584902543313e-08,1.6206610098379315e-07,1.954449260210822e-07,1.3619462890801515e-07,7.360550569046609e-08,1.7196697399413097e-07,4.842700036533643e-07,1.5569391109693242e-08,6.568058807943089e-08,1.0172833526667091e-06,4.3857657061607824e-08,1.308187194126731e-07
70,6.910531520843506,1.3819564580917358,0.0687314122915268,0.0019014797871932387,-2.342539140443023e-08,9.487892782544805e-08,2.366497042771698e-08,-1.7221349679630293e-08,2.010509092542634e-07,3.4350958344475657e-07,2.795754596718325e-07,6.736491542369549e-08,4.261356934875948e-06,3.2564251739586325e-08,8.360061976020461e-09,1.344176325801527e-07,3.114410773719101e-08,2.994777617004729e-07,1.9712060872478787e-09,1.0296608010662567e-08,1.6394102431149804e-07,3.655175717653947e-08,7.256661405108389e-08,4.688279542364171e-09,1.5391764307537414e-08
60,7.575143337249756,1.7569591999053955,0.7263556718826294,0.1470443159341812,0.0002595735131762922,1.0126641427632421e-05,8.924798180487414e-07,0.006080836523324251,9.077209028873767e-08,-1.4211138932296308e-07,1.2268093314560247e-06,1.1538504196551003e-07,-5.578943085282617e-09,5.527072843847236e-08,-1.911352001116029e-06,9.72417410594062e-07,4.40417196045928e-08,7.188952622527722e-06,1.3256982356324443e-07,6.749296943553418e-08,5.02159252846468e-07,4.091813821105461e-08,6.821857745364923e-09,2.169352683267789e-06,3.539085113857254e-08
50,8.125007629394531,2.2352709770202637,0.9173258543014526,0.671459972858429,0.3745630979537964,2.1884474335820414e-05,1.9192113995813997e-06,0.07862310111522675,4.103866899640707e-07,3.850043839292994e-09,6.347605108203425e-07,9.36703301590569e-08,1.6417180859207292e-07,3.524600629134511e-07,3.7178798928394485e-10,9.935870082244946e-08,4.759179361712995e-08,2.1179650957492413e-06,7.921904909835575e-08,3.520081577335077e-07,5.897524957276801e-08,3.6696246041856284e-08,5.8783243161997234e-08,6.82114844607895e-08,1.6733039274186012e-06
40,20.623260498046875,2.605369806289673,2.9033031463623047,0.9231189489364624,1.688651204109192,0.4513753354549408,0.17765679955482483,1.1365468708390836e-05,4.852151960221818e-07,-8.490518666803837e-06,3.115520996743726e-08,1.0576298059561395e-08,-1.3735727071762085,-2.3070956256532327e-09,7.291249204399719e-08,9.788292487655781e-08,5.376201261952929e-09,2.2161260915254388e-07,3.4048191821511864e-08,1.3502773299478577e-07,1.6430993809990468e-07,1.1311724001927814e-08,1.999396204155346e-08,5.9045590639073e-09,2.139981880588948e-08
30,14.728797912597656,3.546853542327881,2.7523043155670166,2.006234884262085,2.084017753601074,0.7456140518188477,0.5390418171882629,0.9292758107185364,0.11516937613487244,0.002627241425216198,0.46771445870399475,0.03567500784993172,0.0012460298603400588,0.13451693952083588,0.11547203361988068,0.03999263793230057,2.3358320504485164e-06,3.57721141597267e-08,3.995894530817168e-07,1.1949228792218491e-05,2.2908277230726526e-07,-4.82848520277912e-07,2.588518555057817e-06,1.9347503155131562e-07,5.738786512665683e-07
20,9.15413761138916,5.004714488983154,3.3085436820983887,3.2529513835906982,2.7161660194396973,2.0033740997314453,1.9483376741409302,1.6901170015335083,1.690885305404663,1.5353772640228271,0.8511523604393005,0.8666189908981323,0.5397624969482422,0.3725340962409973,0.4283546209335327,0.23376037180423737,0.1256614774465561,0.06266195327043533,0.09030076861381531,0.3184458315372467,0.2820465564727783,0.7018193602561951,0.09482430666685104,0.08460243791341782,0.2582570016384125
10,9.281994819641113,8.502559661865234,7.133584976196289,5.983579635620117,5.175914764404297,4.650394439697266,4.429751873016357,4.005191326141357,3.408586025238037,3.350761890411377,3.795696973800659,2.5428109169006348,3.2593939304351807,2.799036979675293,3.0982775688171387,2.3952701091766357,2.6843068599700928,2.5238330364227295,2.4972009658813477,2.1490213871002197,2.1652634143829346,1.8714823722839355,2.2504031658172607,1.905744194984436,2.035229206085205
