Pattern,Window Length,Abnormality Value,Monitoring Method,valid_loss,itest_loss,btest_loss,valid_specificity,itest_specificity,btest_specificity,valid_sensitivity,itest_sensitivity,btest_sensitivity,valid_accuracy,itest_accuracy,btest_accuracy,valid_gmean,itest_gmean,btest_gmean,train_time,Method,Distance Valid,Distance Test,Distance ITest,Kappa,Min Distance Test,Is_Min
Cyclic,30,0.305,loss_method,0.208515256643295,0.209238529205322,0.208971917629241,0.52842104434967,0.481052637100219,0.481999993324279,0.439999997615814,0.360000014305114,0.513999998569488,0.523999989032745,0.474999994039535,0.497999995946884,0.482187986373901,0.416147768497467,0.497742891311645,125.609352111816,LES,0.5582184999698009,0.5439958323237672,0.6202130201265479,0.0,0.5439958323237672,True
Cyclic,30,0.305,gmean_method,0.213493451476097,0.215396136045455,0.216940850019454,0.711578965187072,0.673684239387512,0.648000001907348,0.379999995231628,0.300000011920928,0.303999990224838,0.694999992847442,0.65499997138977,0.476000010967254,0.519999980926513,0.449561208486557,0.443837791681289,171.255053997039,GES,0.5253374840364282,0.5969754889181871,0.5910823619649733,110.0,0.5439958323237672,False
Cyclic,30,0.38,both_0.1_method,0.1957328915596,0.191481381654739,0.202226623892784,0.625263154506683,0.646315813064575,0.638000011444091,0.540000021457672,0.5,0.477999985218048,0.620999991893768,0.638999998569488,0.558000028133392,0.581069767475128,0.568469762802124,0.552235424518585,196.261409044265,BES,0.46240015631661013,0.4913132630686102,0.47210535385278457,0.1,0.4913132630686102,True
Cyclic,30,0.38,loss_method,0.1957328915596,0.191481381654739,0.202226623892784,0.625263154506683,0.646315813064575,0.638000011444091,0.540000021457672,0.5,0.477999985218048,0.620999991893768,0.638999998569488,0.558000028133392,0.581069767475128,0.568469762802124,0.552235424518585,196.261409044265,LES,0.46240015631661013,0.4913132630686102,0.47210535385278457,0.0,0.4913132630686102,True
Cyclic,30,0.38,gmean_method,0.203545585274696,0.202323913574218,0.207123756408691,0.676842093467712,0.64315789937973,0.703999996185302,0.560000002384185,0.46000000834465,0.375999987125396,0.671000003814697,0.63400000333786,0.540000021457672,0.615655362606048,0.543923377990722,0.514493942260742,161.758666038513,GES,0.4349156304138849,0.527841247507584,0.4989397269684801,110.0,0.4913132630686102,False
Cyclic,30,0.455,both_0.1_method,0.195901334285736,0.191792890429496,0.202468171715736,0.77684211730957,0.759999990463256,0.758000016212463,0.419999986886978,0.439999997615814,0.349999994039535,0.75900000333786,0.744000017642974,0.55400002002716,0.571203708648681,0.578273296356201,0.5150728225708,173.621789455413,BES,0.4714271865851364,0.5254976003440582,0.46329032515860435,0.1,0.5164073800988745,False
Cyclic,30,0.455,loss_method,0.195901334285736,0.191792890429496,0.202468171715736,0.77684211730957,0.759999990463256,0.758000016212463,0.419999986886978,0.439999997615814,0.349999994039535,0.75900000333786,0.744000017642974,0.55400002002716,0.571203708648681,0.578273296356201,0.5150728225708,173.621789455413,LES,0.4714271865851364,0.5254976003440582,0.46329032515860435,0.0,0.5164073800988745,False
Cyclic,30,0.455,gmean_method,0.199260622262954,0.194329962134361,0.20427943766117,0.77052628993988,0.788421034812927,0.772000014781951,0.46000000834465,0.400000005960464,0.358000010251998,0.754999995231628,0.768999993801116,0.564999997615814,0.595350384712219,0.561576724052429,0.525714755058288,202.04475235939,GES,0.4510500046970056,0.5164073800988745,0.47956136528680265,110.0,0.5164073800988745,True
Cyclic,30,0.53,both_0.4_method,0.183760896325111,0.186214655637741,0.185263872146606,0.785263180732727,0.804210543632507,0.800000011920929,0.479999989271163,0.419999986886978,0.428000003099441,0.769999980926513,0.785000026226043,0.614000022411346,0.61394327878952,0.581178426742553,0.585149586200714,172.43854022026,BES,0.4275603571543957,0.454338605174811,0.4583529297387827,0.4,0.454338605174811,True
Cyclic,30,0.53,loss_method,0.182643756270408,0.189098849892616,0.189128905534744,0.793684184551239,0.808421075344085,0.796000003814697,0.46000000834465,0.360000014305114,0.395999997854232,0.77700001001358,0.78600001335144,0.596000015735626,0.60423070192337,0.539473414421081,0.561441004276275,151.883138418197,LES,0.43588080825454173,0.4776020682942782,0.4978384387084705,0.0,0.454338605174811,False
Cyclic,30,0.53,gmean_method,0.184321641921997,0.187407553195953,0.185029998421669,0.78631579875946,0.802105247974395,0.790000021457672,0.479999989271163,0.379999995231628,0.405999988317489,0.771000027656555,0.781000018119812,0.597999989986419,0.614354610443115,0.552086949348449,0.566339135169982,141.617863416671,GES,0.42743050214894873,0.4714847250983238,0.48553855865304124,110.0,0.454338605174811,False
Cyclic,30,0.605,both_0.4_method,0.18559980392456,0.177109465003013,0.172818392515182,0.76105260848999,0.768421053886413,0.794000029563903,0.46000000834465,0.560000002384185,0.497999995946884,0.745999991893768,0.758000016212463,0.646000027656555,0.591679155826568,0.655984580516815,0.628817915916442,153.754350185394,BES,0.4485233539107403,0.40944149317838446,0.38692941402256464,0.4,0.40061867357018005,False
Cyclic,30,0.605,loss_method,0.183492720127105,0.181446224451065,0.176740318536758,0.819999992847442,0.819999992847442,0.851999998092651,0.400000005960464,0.479999989271163,0.449999988079071,0.799000024795532,0.802999973297119,0.651000022888183,0.572712838649749,0.627375483512878,0.619193017482757,224.177566766738,LES,0.46502031847479475,0.4198226984458588,0.41445357116908493,0.0,0.40061867357018005,False
Cyclic,30,0.605,gmean_method,0.186534255743026,0.181665048003196,0.175148248672485,0.804210543632507,0.811578929424285,0.842000007629394,0.439999997615814,0.5,0.486000001430511,0.78600001335144,0.796000003814697,0.66399997472763,0.59485512971878,0.637016057968139,0.639696776866912,154.73342013359,GES,0.44602398419904643,0.40061867357018005,0.4059058164636138,110.0,0.40061867357018005,True
Cyclic,30,0.68,both_0.1_method,0.166571334004402,0.158016964793205,0.162210628390312,0.78631579875946,0.773684203624725,0.772000014781951,0.560000002384185,0.620000004768371,0.601999998092651,0.774999976158142,0.765999972820282,0.686999976634979,0.663578808307647,0.69259238243103,0.681721329689025,183.878236532211,BES,0.37540008994632507,0.35723045774080103,0.3456425964806524,0.1,0.35723045774080103,True
Cyclic,30,0.68,loss_method,0.166571334004402,0.158016964793205,0.162210628390312,0.78631579875946,0.773684203624725,0.772000014781951,0.560000002384185,0.620000004768371,0.601999998092651,0.774999976158142,0.765999972820282,0.686999976634979,0.663578808307647,0.69259238243103,0.681721329689025,183.878236532211,LES,0.37540008994632507,0.35723045774080103,0.3456425964806524,0.0,0.35723045774080103,True
Cyclic,30,0.68,gmean_method,0.169500425457954,0.158702746033668,0.163867160677909,0.811578929424285,0.791578948497772,0.791999995708465,0.620000004768371,0.579999983310699,0.578000009059906,0.801999986171722,0.781000018119812,0.685000002384185,0.709351062774658,0.677580833435058,0.676591455936431,148.811793327331,GES,0.33646277497020116,0.362554179015988,0.3593614901002314,110.0,0.35723045774080103,False
Cyclic,30,0.755,both_0.1_method,0.126667901873588,0.162857800722122,0.156570166349411,0.889473676681518,0.896842122077941,0.888000011444091,0.660000026226043,0.519999980926513,0.52999997138977,0.878000020980835,0.878000020980835,0.708999991416931,0.766193568706512,0.682904005050659,0.686032056808471,199.382185697555,BES,0.2659139046369209,0.35084196776127197,0.356472345728191,0.1,0.35084196776127197,True
Cyclic,30,0.755,loss_method,0.126667901873588,0.162857800722122,0.156570166349411,0.889473676681518,0.896842122077941,0.888000011444091,0.660000026226043,0.519999980926513,0.52999997138977,0.878000020980835,0.878000020980835,0.708999991416931,0.766193568706512,0.682904005050659,0.686032056808471,199.382185697555,LES,0.2659139046369209,0.35084196776127197,0.356472345728191,0.0,0.35084196776127197,True
Cyclic,30,0.755,gmean_method,0.13910786807537,0.160002544522285,0.159600466489791,0.871578931808471,0.876842081546783,0.864000022411346,0.77999997138977,0.519999980926513,0.540000021457672,0.866999983787536,0.859000027179718,0.702000021934509,0.824518978595733,0.675246477127075,0.683052003383636,210.161994457244,GES,0.22392987257969707,0.35486383510141684,0.36202992261963823,110.0,0.35084196776127197,False
Cyclic,30,0.83,both_0.7000000000000001_method,0.139869660139083,0.137008011341094,0.142093673348426,0.921052634716033,0.927368402481079,0.916000008583068,0.620000004768371,0.540000021457672,0.53600001335144,0.906000018119812,0.907999992370605,0.726000010967254,0.755680203437805,0.70765733718872,0.700696766376495,228.625373125076,BES,0.28152386190093187,0.3313201437630009,0.3228551187006814,0.7000000000000001,0.3093715714106522,False
Cyclic,30,0.83,loss_method,0.136681288480758,0.139754280447959,0.139684960246086,0.914736866950988,0.921052634716033,0.925999999046325,0.579999983310699,0.540000021457672,0.56599998474121,0.898000001907348,0.90200001001358,0.745999991893768,0.72838681936264,0.705243527889251,0.723958551883697,182.864262342453,LES,0.30406495114811133,0.3093715714106522,0.3262094982594797,0.0,0.3093715714106522,True
Cyclic,30,0.83,gmean_method,0.139869660139083,0.137008011341094,0.142093673348426,0.921052634716033,0.927368402481079,0.916000008583068,0.620000004768371,0.540000021457672,0.53600001335144,0.906000018119812,0.907999992370605,0.726000010967254,0.755680203437805,0.70765733718872,0.700696766376495,228.625373125076,GES,0.28152386190093187,0.3313201437630009,0.3228551187006814,110.0,0.3093715714106522,False
Cyclic,30,0.905,both_0.2_method,0.136465787887573,0.126442864537239,0.130546197295188,0.877894759178161,0.877894759178161,0.860000014305114,0.620000004768371,0.699999988079071,0.635999977588653,0.865000009536743,0.869000017642974,0.748000025749206,0.737763345241546,0.783917307853698,0.739567399024963,145.167296648025,BES,0.2956196447509547,0.2913201834388702,0.25035879820285145,0.2,0.28633029880193467,False
Cyclic,30,0.905,loss_method,0.135753229260444,0.127447664737701,0.128510981798172,0.906315803527832,0.909473657608032,0.896000027656555,0.560000002384185,0.600000023841857,0.617999970912933,0.888999998569488,0.893999993801116,0.757000029087066,0.712416231632232,0.738704442977905,0.744129002094268,139.234240531921,LES,0.31801472148824295,0.28633029880193467,0.2907202699616597,0.0,0.28633029880193467,True
Cyclic,30,0.905,gmean_method,0.142204850912094,0.129062071442604,0.133061125874519,0.907368421554565,0.91052633523941,0.88400000333786,0.620000004768371,0.600000023841857,0.589999973773956,0.89300000667572,0.894999980926513,0.736999988555908,0.750045597553253,0.739131808280944,0.722191095352172,161.911474227905,GES,0.2875750735467893,0.3080309249419944,0.2910485040948088,110.0,0.28633029880193467,False
Cyclic,30,0.98,both_0.1_method,0.101397648453712,0.133320793509483,0.114323578774929,0.93894737958908,0.948421061038971,0.939999997615814,0.800000011920929,0.519999980926513,0.624000012874603,0.93199998140335,0.926999986171722,0.782000005245208,0.866693675518035,0.702266991138458,0.765872061252594,182.688289642333,BES,0.16748748985770104,0.2605489826616417,0.32621983162852813,0.1,0.2605489826616417,True
Cyclic,30,0.98,loss_method,0.101327940821647,0.140509873628616,0.11631616950035,0.933684229850769,0.928421080112457,0.921999990940094,0.77999997138977,0.540000021457672,0.625999987125396,0.925999999046325,0.908999979496002,0.773999989032745,0.853389501571655,0.708058893680572,0.759718358516693,209.357364177703,LES,0.17821893794028437,0.26695452519323704,0.3239948057394458,0.0,0.2605489826616417,False
Cyclic,30,0.98,gmean_method,0.101397648453712,0.133320793509483,0.114323578774929,0.93894737958908,0.948421061038971,0.939999997615814,0.800000011920929,0.519999980926513,0.624000012874603,0.93199998140335,0.926999986171722,0.782000005245208,0.866693675518035,0.702266991138458,0.765872061252594,182.688289642333,GES,0.16748748985770104,0.2605489826616417,0.32621983162852813,110.0,0.2605489826616417,True
Cyclic,30,1.055,both_0.2_method,0.106554590165615,0.0935359075665474,0.112886324524879,0.912631571292877,0.917894721031189,0.888000011444091,0.720000028610229,0.699999988079071,0.6700000166893,0.902999997138977,0.907000005245208,0.778999984264373,0.810613811016082,0.80157732963562,0.771336495876312,144.452946186065,BES,0.2173039559308907,0.2550104319098734,0.21936390340899092,0.2,0.2550104319098734,True
Cyclic,30,1.055,loss_method,0.105908088386058,0.0973906069993972,0.113103441894054,0.926315784454345,0.9200000166893,0.903999984264373,0.639999985694885,0.660000026226043,0.648000001907348,0.912000000476837,0.907000005245208,0.776000022888183,0.769962430000305,0.779230415821075,0.765370488166809,225.614526987075,LES,0.2532465336326515,0.2604676494142088,0.2412967874428636,0.0,0.2550104319098734,False
Cyclic,30,1.055,gmean_method,0.106554590165615,0.0935359075665474,0.112886324524879,0.912631571292877,0.917894721031189,0.888000011444091,0.720000028610229,0.699999988079071,0.6700000166893,0.902999997138977,0.907000005245208,0.778999984264373,0.810613811016082,0.80157732963562,0.771336495876312,144.452946186065,GES,0.2173039559308907,0.2550104319098734,0.21936390340899092,110.0,0.2550104319098734,True
Cyclic,30,1.13,both_0.1_method,0.100348085165023,0.0874181538820266,0.0993347987532615,0.949473679065704,0.961052656173706,0.972000002861023,0.600000023841857,0.720000028610229,0.639999985694885,0.93199998140335,0.949000000953674,0.805999994277954,0.754774272441864,0.831840097904205,0.788720488548278,330.387845277786,BES,0.2649630080835886,0.23346613073983402,0.18952489625642602,0.1,0.2146414841905713,False
Cyclic,30,1.13,loss_method,0.100348085165023,0.0874181538820266,0.0993347987532615,0.949473679065704,0.961052656173706,0.972000002861023,0.600000023841857,0.720000028610229,0.639999985694885,0.93199998140335,0.949000000953674,0.805999994277954,0.754774272441864,0.831840097904205,0.788720488548278,330.387845277786,LES,0.2649630080835886,0.23346613073983402,0.18952489625642602,0.0,0.2146414841905713,False
Cyclic,30,1.13,gmean_method,0.108801372349262,0.0936175361275672,0.0967313200235366,0.857894718647003,0.864210546016693,0.875999987125396,0.740000009536743,0.800000011920929,0.745999991893768,0.851999998092651,0.861000001430511,0.810999989509582,0.796769797801971,0.83148568868637,0.808390974998474,125.547670125961,GES,0.23052169900149205,0.2146414841905713,0.19277270602474658,110.0,0.2146414841905713,True
Cyclic,30,1.205,both_0.1_method,0.0928517580032348,0.0729382783174514,0.0829938501119613,0.92947369813919,0.928421080112457,0.93199998140335,0.740000009536743,0.819999992847442,0.754000008106231,0.9200000166893,0.92299997806549,0.842999994754791,0.829343438148498,0.872528076171875,0.838288724422454,143.781315565109,BES,0.19428101056785457,0.18176500159635722,0.14686416788433215,0.1,0.18176500159635722,True
Cyclic,30,1.205,loss_method,0.0926654264330864,0.072789654135704,0.082638956606388,0.941052615642547,0.941052615642547,0.944000005722045,0.699999988079071,0.819999992847442,0.730000019073486,0.92900002002716,0.935000002384185,0.837000012397766,0.811626017093658,0.878443598747253,0.830132484436035,147.720143795013,LES,0.2099324622158864,0.18890254099102624,0.14168377618737527,0.0,0.18176500159635722,False
Cyclic,30,1.205,gmean_method,0.0928517580032348,0.0729382783174514,0.0829938501119613,0.92947369813919,0.928421080112457,0.93199998140335,0.740000009536743,0.819999992847442,0.754000008106231,0.9200000166893,0.92299997806549,0.842999994754791,0.829343438148498,0.872528076171875,0.838288724422454,143.781315565109,GES,0.19428101056785457,0.18176500159635722,0.14686416788433215,110.0,0.18176500159635722,True
Cyclic,30,1.28,both_0.4_method,0.0724364817142486,0.0584822855889797,0.0804980471730232,0.968421041965484,0.968421041965484,0.948000013828277,0.740000009536743,0.740000009536743,0.730000019073486,0.957000017166137,0.957000017166137,0.838999986648559,0.846540927886962,0.846540927886962,0.831889450550079,138.933115959167,BES,0.16969599493486365,0.18638962534171422,0.1642250423702353,0.4,0.18638962534171422,True
Cyclic,30,1.28,loss_method,0.0718214511871337,0.0596765056252479,0.0813991427421569,0.975789487361908,0.975789487361908,0.953999996185302,0.699999988079071,0.720000028610229,0.703999996185302,0.962000012397766,0.962999999523162,0.828999996185302,0.826470017433166,0.838193535804748,0.819521784782409,137.944518566131,LES,0.18780568601688172,0.19798536967989613,0.17246048004980624,0.0,0.18638962534171422,False
Cyclic,30,1.28,gmean_method,0.0724364817142486,0.0584822855889797,0.0804980471730232,0.968421041965484,0.968421041965484,0.948000013828277,0.740000009536743,0.740000009536743,0.730000019073486,0.957000017166137,0.957000017166137,0.838999986648559,0.846540927886962,0.846540927886962,0.831889450550079,138.933115959167,GES,0.16969599493486365,0.18638962534171422,0.1642250423702353,110.0,0.18638962534171422,True
Cyclic,30,1.355,both_0.1_method,0.0688765347003936,0.0522570498287677,0.0712649822235107,0.971578955650329,0.982105255126953,0.976000010967254,0.759999990463256,0.800000011920929,0.720000028610229,0.961000025272369,0.972999989986419,0.847999989986419,0.859302043914794,0.886388301849365,0.838283956050872,166.58960032463,BES,0.1566521365283253,0.17672231483848774,0.12505365733746976,0.1,0.16155291781564357,False
Cyclic,30,1.355,loss_method,0.0688765347003936,0.0522570498287677,0.0712649822235107,0.971578955650329,0.982105255126953,0.976000010967254,0.759999990463256,0.800000011920929,0.720000028610229,0.961000025272369,0.972999989986419,0.847999989986419,0.859302043914794,0.886388301849365,0.838283956050872,166.58960032463,LES,0.1566521365283253,0.17672231483848774,0.12505365733746976,0.0,0.16155291781564357,False
Cyclic,30,1.355,gmean_method,0.0713573843240737,0.0574601888656616,0.0720350667834281,0.967368423938751,0.973684191703796,0.977999985218048,0.800000011920929,0.800000011920929,0.736000001430511,0.958999991416931,0.964999973773956,0.856999993324279,0.879712879657745,0.882579922676086,0.848414957523346,186.821930885314,GES,0.13986017166372164,0.16783049767292582,0.1307254675387755,110.0,0.16155291781564357,False
Cyclic,30,1.43,both_0.1_method,0.054172933101654,0.0493800267577171,0.0569917745888233,0.972631573677063,0.971578955650329,0.973999977111816,0.759999990463256,0.77999997138977,0.769999980926513,0.962000012397766,0.962000012397766,0.871999979019165,0.859767377376556,0.870535194873809,0.866013824939727,139.685446977615,BES,0.15033261498652098,0.14560342536515192,0.13856234267994844,0.1,0.14560342536515192,True
Cyclic,30,1.43,loss_method,0.054172933101654,0.0493800267577171,0.0569917745888233,0.972631573677063,0.971578955650329,0.973999977111816,0.759999990463256,0.77999997138977,0.769999980926513,0.962000012397766,0.962000012397766,0.871999979019165,0.859767377376556,0.870535194873809,0.866013824939727,139.685446977615,LES,0.15033261498652098,0.14560342536515192,0.13856234267994844,0.0,0.14560342536515192,True
Cyclic,30,1.43,gmean_method,0.054172933101654,0.0493800267577171,0.0569917745888233,0.972631573677063,0.971578955650329,0.973999977111816,0.759999990463256,0.77999997138977,0.769999980926513,0.962000012397766,0.962000012397766,0.871999979019165,0.859767377376556,0.870535194873809,0.866013824939727,139.685446977615,GES,0.15033261498652098,0.14560342536515192,0.13856234267994844,110.0,0.14560342536515192,True
Cyclic,30,1.505,both_0.1_method,0.0475533790886402,0.0478404052555561,0.0533711239695549,0.968421041965484,0.958947360515594,0.958000004291534,0.839999973773956,0.819999992847442,0.832000017166137,0.962000012397766,0.952000021934509,0.894999980926513,0.901927709579467,0.886756360530853,0.892779946327209,118.423627853393,BES,0.10899310992478971,0.11976901428737641,0.1229342354888742,0.1,0.11976901428737641,True
Cyclic,30,1.505,loss_method,0.0475533790886402,0.0478404052555561,0.0533711239695549,0.968421041965484,0.958947360515594,0.958000004291534,0.839999973773956,0.819999992847442,0.832000017166137,0.962000012397766,0.952000021934509,0.894999980926513,0.901927709579467,0.886756360530853,0.892779946327209,118.423627853393,LES,0.10899310992478971,0.11976901428737641,0.1229342354888742,0.0,0.11976901428737641,True
Cyclic,30,1.505,gmean_method,0.0479530803859233,0.0462870635092258,0.0590658374130725,0.982105255126953,0.973684191703796,0.981999993324279,0.839999973773956,0.77999997138977,0.777999997138977,0.975000023841857,0.963999986648559,0.879999995231628,0.908277690410614,0.871477842330932,0.874068617820739,117.451424360275,GES,0.10350111108055793,0.13909524135241513,0.1366032110172374,110.0,0.11976901428737641,False
Cyclic,30,1.58,both_11_method,0.0547602139413356,0.0533847995102405,0.0521050356328487,0.975789487361908,0.980000019073486,0.981999993324279,0.800000011920929,0.77999997138977,0.759999990463256,0.967000007629394,0.970000028610229,0.870999991893768,0.883533596992492,0.874299705028533,0.863898158073425,135.975163698196,BES,0.1286977236022771,0.1457348486605275,0.1365668370237166,11.0,0.1352152697618829,False
Cyclic,30,1.58,loss_method,0.0489942468702793,0.0560730658471584,0.0498257465660572,0.981052637100219,0.983157873153686,0.980000019073486,0.77999997138977,0.759999990463256,0.77999997138977,0.971000015735626,0.972000002861023,0.879999995231628,0.87476909160614,0.864407300949096,0.874299705028533,148.788962125778,LES,0.13447385115157973,0.1352152697618829,0.14672957694142236,0.0,0.1352152697618829,True
Cyclic,30,1.58,gmean_method,0.0547602139413356,0.0533847995102405,0.0521050356328487,0.975789487361908,0.980000019073486,0.981999993324279,0.800000011920929,0.77999997138977,0.759999990463256,0.967000007629394,0.970000028610229,0.870999991893768,0.883533596992492,0.874299705028533,0.863898158073425,135.975163698196,GES,0.1286977236022771,0.1457348486605275,0.1365668370237166,110.0,0.1352152697618829,False
Cyclic,30,1.655,both_0.1_method,0.0621104575693607,0.0511945411562919,0.0432248711585998,0.988421022891998,0.991578936576843,0.990000009536743,0.740000009536743,0.77999997138977,0.808000028133392,0.976000010967254,0.981000006198883,0.898999989032745,0.85523772239685,0.879449546337127,0.89438247680664,131.309306144714,BES,0.15752404881898768,0.11412033426246831,0.13097058037027917,0.1,0.11412033426246831,True
Cyclic,30,1.655,loss_method,0.0621104575693607,0.0511945411562919,0.0432248711585998,0.988421022891998,0.991578936576843,0.990000009536743,0.740000009536743,0.77999997138977,0.808000028133392,0.976000010967254,0.981000006198883,0.898999989032745,0.85523772239685,0.879449546337127,0.89438247680664,131.309306144714,LES,0.15752404881898768,0.11412033426246831,0.13097058037027917,0.0,0.11412033426246831,True
Cyclic,30,1.655,gmean_method,0.0622924044728279,0.0542217567563056,0.0459830164909362,0.995789468288421,0.993684232234954,0.990000009536743,0.740000009536743,0.720000028610229,0.776000022888183,0.982999980449676,0.980000019073486,0.883000016212463,0.858419597148895,0.845844328403472,0.876493036746978,133.261564970016,GES,0.1546782277067059,0.13178925516744164,0.16341349390768364,110.0,0.11412033426246831,False
Cyclic,30,1.73,both_14_method,0.0452337674796581,0.038544662296772,0.0434426628053188,0.992631554603576,0.992631554603576,0.994000017642974,0.860000014305114,0.819999992847442,0.77999997138977,0.986000001430511,0.984000027179718,0.887000024318695,0.923938930034637,0.902196109294891,0.880522549152374,136.811148643493,BES,0.08849508508770201,0.1271303512646115,0.10512512558198968,14.0,0.11345680081949404,False
Cyclic,30,1.73,loss_method,0.0422389097511768,0.0387373864650726,0.0410975962877273,0.982105255126953,0.986315786838531,0.980000019073486,0.860000014305114,0.819999992847442,0.81599998474121,0.976000010967254,0.977999985218048,0.898000001907348,0.919026911258697,0.899321377277374,0.894248247146606,135.824020385742,LES,0.09132779750587987,0.11345680081949404,0.10787386237392839,0.0,0.11345680081949404,True
