,Pattern,Window Length,Kappa,Method,Abnormality Value,valid_loss,itest_loss,btest_loss,valid_specificity,itest_specificity,btest_specificity,valid_sensitivity,itest_sensitivity,btest_sensitivity,valid_accuracy,itest_accuracy,btest_accuracy,valid_gmean,itest_gmean,btest_gmean,train_time,Distance Valid,Distance Test,Min Distance Test,Is_Min
0,Cyclic,30,0.0,LES,0.905,0.12777261510491333,0.12693799912929513,0.129920896887779,0.8623999977111813,0.8615578961372371,0.8592800045013423,0.5895999976992602,0.5896000039577479,0.5789599952101703,0.8487600064277645,0.8479600012302394,0.7191199994087215,0.7005499112606044,0.7034652090072627,0.6915197253227228,166.74830054283095,0.32627197067350655,0.3353204485358263,0.3162221406179665,0.48
1,Cyclic,30,0.1,BES,0.905,0.12803290650248486,0.12669707000255562,0.13034977078437784,0.8417263162136074,0.8399999999999995,0.8384000039100641,0.6311999976634975,0.6072000014781946,0.6006399953365321,0.831200003623962,0.8283600008487697,0.7195200014114376,0.7258842778205867,0.7115277850627895,0.7065875363349909,171.07688170432996,0.30288244644397144,0.32123563692411145,0.3162221406179665,0.6
2,Cyclic,30,0.2,BES,0.905,0.1282198934257027,0.1267304310202596,0.13064908862113928,0.8430736863613124,0.842694737911224,0.8385600042343134,0.6407999980449672,0.6215999960899349,0.5996799969673151,0.8329600071907041,0.8316400027275082,0.7191200006008144,0.7319543218612666,0.720933148860931,0.706467005014419,167.73656907081556,0.2974806962508891,0.3214666622326658,0.3162221406179665,0.6
3,Cyclic,30,0.30000000000000004,BES,0.905,0.12833705708384477,0.12675786226987815,0.13071534991264316,0.8440842115879055,0.8434105277061458,0.839360003471374,0.6431999981403347,0.619999995231628,0.5987199974060053,0.8340400075912473,0.8322400045394893,0.7190400016307826,0.7337852120399471,0.7203326869010921,0.7062618100643152,166.33391134262035,0.29592320365184416,0.3216796110836732,0.3162221406179665,0.56
4,Cyclic,30,0.4,BES,0.905,0.12866761848330466,0.12655058905482264,0.13058629781007736,0.8440421068668361,0.8436210536956783,0.839280006885528,0.6479999983310695,0.621599994897842,0.5991199982166285,0.8342400050163264,0.832520005702972,0.719200001955032,0.7368415498733516,0.7212938773632045,0.7064114356040949,164.55607252120924,0.2932586706899639,0.32150934515135765,0.3162221406179665,0.64
5,Cyclic,30,0.5,BES,0.905,0.12880199000239337,0.12665207192301725,0.13065874844789474,0.8437894737720485,0.8447578954696651,0.8398400068283075,0.6495999991893764,0.619999995231628,0.5994399988651271,0.8340800046920772,0.8335200047492977,0.7196400010585781,0.7378074169158931,0.7206260144710537,0.7068371129035944,165.6929910373683,0.29244358341443866,0.32114573634155036,0.3162221406179665,0.68
6,Cyclic,30,0.6,BES,0.905,0.12880199000239337,0.12665207192301725,0.13065874844789474,0.8437894737720485,0.8447578954696651,0.8398400068283075,0.6495999991893764,0.619999995231628,0.5994399988651271,0.8340800046920772,0.8335200047492977,0.7196400010585781,0.7378074169158931,0.7206260144710537,0.7068371129035944,165.6929910373683,0.29244358341443866,0.32114573634155036,0.3162221406179665,0.68
7,Cyclic,30,0.7000000000000001,BES,0.905,0.12924203261733022,0.1269759224355218,0.1309509822726246,0.8461052620410915,0.8448842096328731,0.8420800065994257,0.6519999992847438,0.618399995565414,0.5941600000858301,0.8364000058174129,0.8335600042343135,0.7181200015544887,0.7402825760841365,0.7197407114505764,0.7043969821929926,166.14332574844317,0.2904425588084425,0.32348479861320323,0.3162221406179665,0.6
8,Cyclic,30,0.8,BES,0.905,0.1292493104934689,0.12709701105952234,0.13106130808591807,0.8463999998569482,0.8449684214591976,0.8420800065994257,0.6519999992847438,0.6159999978542323,0.5928799998760218,0.8366800045967098,0.8335200047492977,0.7174800026416774,0.7404098510742183,0.7183965027332302,0.7036814045906061,166.22141610145525,0.2903287259639512,0.32419155544940215,0.3162221406179665,0.56
9,Cyclic,30,0.9,BES,0.905,0.1292493104934689,0.12709701105952234,0.13106130808591807,0.8463999998569482,0.8449684214591976,0.8420800065994257,0.6519999992847438,0.6159999978542323,0.5928799998760218,0.8366800045967098,0.8335200047492977,0.7174800026416774,0.7404098510742183,0.7183965027332302,0.7036814045906061,166.22141610145525,0.2903287259639512,0.32419155544940215,0.3162221406179665,0.56
10,Cyclic,30,1.0,BES,0.905,0.12928668856620754,0.12727923437952968,0.13115450233221018,0.848126317262649,0.8466947364807125,0.8440000057220454,0.6511999988555904,0.613599997758865,0.5924000000953669,0.8382800054550167,0.835040004253387,0.7182000005245205,0.7405368900299067,0.7176377618312831,0.7041165590286249,166.26057889938306,0.29022875117548347,0.323838642665074,0.3162221406179665,0.6
11,Cyclic,30,1.1,BES,0.905,0.12928668856620754,0.12727923437952968,0.13115450233221018,0.848126317262649,0.8466947364807125,0.8440000057220454,0.6511999988555904,0.613599997758865,0.5924000000953669,0.8382800054550167,0.835040004253387,0.7182000005245205,0.7405368900299067,0.7176377618312831,0.7041165590286249,166.26057889938306,0.29022875117548347,0.323838642665074,0.3162221406179665,0.6
12,Cyclic,30,1.2000000000000002,BES,0.905,0.12930267661809886,0.12721710070967646,0.1313822908699509,0.8486736857891078,0.8472842097282406,0.8449600052833551,0.6511999988555904,0.6119999969005581,0.5902399992942805,0.8388000059127804,0.835520002841949,0.7176000010967251,0.7407908892631526,0.7170266211032862,0.7033681058883662,166.22169075965837,0.2900090712217142,0.32461169174767557,0.3162221406179665,0.56
13,Cyclic,30,1.3000000000000003,BES,0.905,0.12980027526617013,0.127102890461683,0.1315035028755661,0.847957895994186,0.8464842081069942,0.8440000057220454,0.6559999966621395,0.6119999969005581,0.5906400012969966,0.8383600044250484,0.8347600030899044,0.7173200023174282,0.7431239056587216,0.7167203199863428,0.7032489037513727,166.6528831100459,0.28832970993942525,0.32477256644128133,0.3162221406179665,0.52
14,Cyclic,30,1.4000000000000001,BES,0.905,0.12980027526617013,0.127102890461683,0.1315035028755661,0.847957895994186,0.8464842081069942,0.8440000057220454,0.6559999966621395,0.6119999969005581,0.5906400012969966,0.8383600044250484,0.8347600030899044,0.7173200023174282,0.7431239056587216,0.7167203199863428,0.7032489037513727,166.6528831100459,0.28832970993942525,0.32477256644128133,0.3162221406179665,0.52
15,Cyclic,30,1.5000000000000002,BES,0.905,0.12988666892051662,0.12713215693831414,0.13143277391791305,0.8476210534572596,0.8460210514068599,0.8440800046920771,0.6575999975204464,0.6119999969005581,0.5916799998283381,0.8381200027465816,0.8343200039863582,0.7178800022602077,0.7438636755943294,0.716510690450668,0.7038839125633234,166.39669305801345,0.28771763726894073,0.3241657905603676,0.3162221406179665,0.56
16,Cyclic,30,1.6,BES,0.905,0.13020050138235056,0.12740160062909095,0.13138547465205153,0.8439578950405117,0.8421473670005795,0.8404000043869013,0.6615999984741207,0.6159999978542323,0.5957599997520442,0.8348400020599361,0.8308400034904476,0.7180800020694729,0.7445533680915828,0.716961904764175,0.7046374797821039,160.7561045074458,0.28723900792539736,0.3234670061864652,0.3162221406179665,0.6
17,Cyclic,30,1.7000000000000002,BES,0.905,0.13020050138235056,0.12740160062909095,0.13138547465205153,0.8439578950405117,0.8421473670005795,0.8404000043869013,0.6615999984741207,0.6159999978542323,0.5957599997520442,0.8348400020599361,0.8308400034904476,0.7180800020694729,0.7445533680915828,0.716961904764175,0.7046374797821039,160.7561045074458,0.28723900792539736,0.3234670061864652,0.3162221406179665,0.6
18,Cyclic,30,1.8000000000000003,BES,0.905,0.13020050138235056,0.12740160062909095,0.13138547465205153,0.8439578950405117,0.8421473670005795,0.8404000043869013,0.6615999984741207,0.6159999978542323,0.5957599997520442,0.8348400020599361,0.8308400034904476,0.7180800020694729,0.7445533680915828,0.716961904764175,0.7046374797821039,160.7561045074458,0.28723900792539736,0.3234670061864652,0.3162221406179665,0.6
19,Cyclic,30,1.9000000000000001,BES,0.905,0.13020050138235056,0.12740160062909095,0.13138547465205153,0.8439578950405117,0.8421473670005795,0.8404000043869013,0.6615999984741207,0.6159999978542323,0.5957599997520442,0.8348400020599361,0.8308400034904476,0.7180800020694729,0.7445533680915828,0.716961904764175,0.7046374797821039,160.7561045074458,0.28723900792539736,0.3234670061864652,0.3162221406179665,0.6
20,Cyclic,30,2.0,BES,0.905,0.13020050138235056,0.12740160062909095,0.13138547465205153,0.8439578950405117,0.8421473670005795,0.8404000043869013,0.6615999984741207,0.6159999978542323,0.5957599997520442,0.8348400020599361,0.8308400034904476,0.7180800020694729,0.7445533680915828,0.716961904764175,0.7046374797821039,160.7561045074458,0.28723900792539736,0.3234670061864652,0.3162221406179665,0.6
21,Cyclic,30,2.1,BES,0.905,0.1302133417129513,0.12758045971393556,0.13148700699210128,0.8441263163089748,0.8422736811637874,0.8404000043869013,0.6615999984741207,0.6159999978542323,0.5953600001335139,0.8350000023841854,0.8309600019454951,0.7178800022602077,0.744630031585693,0.7170191991329188,0.7044077110290523,161.82158778190563,0.28717940200129777,0.32371810938075646,0.3162221406179665,0.56
